hsyk1**|좋아요! 허리가 크다고 해서 좀 걱정했는데 저한텐 딱맞고 좋네요 ㅋㅋㅋ 얇고 편해요!
habin3**|다크그린 너무 사고팟는데 품절이라 아이보리 삿어요핏이랑 브이넥도 그렇고 너무너무 예쁩니다다만 항상 새옷은 세탁하고 입는데 세탁망에 넣기도 전에 밑단이 쭈글쭈글 ㅠㅠ 반품하려다 예뻐서 그냥 빨앗는데 더 쭈글쭈글새옷임에도 불구하고 마치 오래 입은 니트마냥 아랫단이 흐물흐물거리는게 좀 그러네요차라리 아랫단에 시보리같은거 없애는게 날듯요ㅠㅠ~~
habin3**|엉덩이부분이 진짜 이상해요 ㅋㅋㅋ근데 엉덩이 가려주는 니트랑 입으니 또 이쁘네요스몰입으니 조금 스키니 핏인데 엄청 편해요근데 먼지 잘붙고 잘 더러워져요입을때마다 세탁 필수~~가격치곤 트레이닝복으로 잘입을듯해요다들 엉덩이 가리니 예쁘다네용~~핏도 예뻐요 엉덩이부분 빼궁 ㅠㅠ검정색 삿는데 물빠지면 또 사도 괜찮을것같아요 진짜 편해서
habin3**|블랙 화이트 두벌 구매블랙은 괜찮은데 화이트 목부분이 흐물거려요이 옷은 가격이 좀 더 저렴햇으면 좋겟어요기장은 막 길진않고 좀 짧은편이에요팔부분이 제일 마음에 들어요 여리여리~~
habin3**|블랙 화이트 깔별로 두벌 삿어요가장이 살짝 짧긴한대 가볍게 입기 좋아요다만 새옷은 한번 세탁하는편인데 목이 늘어져서;;블랙은 안구런데 화이트만 ㅠㅠ 원래 그랫나..암튼 목부분 쭈글거리는거 빼곤 입을만해요가격대비 그냥 그런거 같아요 .. ㅠㅠ
wonji99**|너무이쁘고길이도적당한것같아요
habin3**|완전 강추 !!!!포카보단 이게 더 짱인거 같아요핏도 무지 예쁘고 편하고 심지어 재질도 고급져요..!!요즘 허벅지에 살이 붙어 s,m 같이 입는데스몰시키니 좀 벅지가 낑기나 벅지좀 빼서 입음 존예일듯요ㅠㅠ진짜 강추 가격대비 고퀄임 진심!!
habin3**|밑단이 1cm 차이가 나요 그래서 반품 시켯어요..기장은 0.5 (기장은 상관 없지만..)암튼 밑단이 차이나니 핏이 한쪽은 슬랙스 한쪽은 일자 비스무리 입어보고 옷이 왜이러지 햇는데 벗어서 보니 차이가 많이 나더라구요 아무튼 가볍게 입기 좋은 슬랙스인듯해요
optum**|저는 흰색은 약간 비칠까봐 검은색깔 티셔츠로 샀는데요.맘에 들어요. 목폴라 부분도 짱짱하니 늘어날일 없을거같아서 더 좋구요. 기본 검은티로는 제격이네요.가격도 너무 적당하구요. 다른색도 하나 더 살까 고민할 정도로 괜찮아요~~
optum**|미키미니 자수가 돋보이는 귀여운 티셔츠 입니다.검은 바지나 청바지랑 코디해서 입으면 이쁘네요~흰색이라서 약간 비침이 있으나 그렇게 심하지는 않아요기장도 딱 좋고 부해보이지는 않아서 많이 고민하지 말고 사셔도 좋을것 같아요 ㅎㅎㅎ
sparrow09**|정말편하고진짜진짜좋아요일주일내내이거만입엇네요그리고리뷰보면서살까말까고민하다가모델이입은거만보고삿는데똑같네요ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
optum**|생각보다 면이 조금 빳빳한 감이 있어요.그래도 흰티랑 검은 면바지랑 같이 맞춰입으니까 깔끔하고 이쁘네요. 키가작아서 밑단을 자를까 고민했는데 그정도는 아니라서 다행이네요ㅎㅎ 평소 55~66입는데 M으로 주문하니 딱 적당해요!
pyj32**|바지 올라오자마자 편하고 예뻐보여서 고민안하고 바로구입햇습니다...입어보니 조금 두꺼운 감이 있고 저한테는 너무길고 배기바지라 조금 불편하더라고요ㅠㅠㅠ싼값에 바지 구입해서 좋았는데 막상 직접 입오보고 별로라 너무아쉬운바지엿어요ㅠㅠㅠ
butterfly1**|좋아요
pyj32**|기본티 찾다가 19일 30%할인을 하길래 바로구입햇어요!!! 색은 아이보리색인데 안에 속옷이 다비치거나하진않더라고요!! 팔기장은 살짝길어서 접어입어야하지만 전체적으로 핏,길이 모두 맘에들어서 편하게 잘 입을수있을꺼 같아요!!잘입을께요^_^
tony19**|베이지색 스커트 구입 후 맘에 들어서 스카이색상으로재구매 했어요..역시 이쁘네요~~색감이 딱 여름에 어울리는 하늘색이고상의는 흰색 리본티와 코디해보았는데어떤티든 무난히 다 잘 어울릴 기본아이템이 되겠어요~~만족합니다~~
pyj32**|기본 하얀티가 필요해서 구입햇는데 맘에들아요!! 여름에 티하나입고다닐때 청바지에 입으면 예쁠꺼같아요!! 앞에 리본을 묶는거라 다른 기본티보다 더예뻐보이고 좋은것같아요!!! 안에 나시입고 예쁘게 입을수잇을거 같아요!!!예쁘게 입을께요^_^
pyj32**|제가 남방을 진짜 좋아하는데 색도예쁘고 후기도 좋아은데 세일까지해서 바로구입햇어요!!!! 받자마자 맘에들어서 정말 기분좋아요!! 두께감도 얇고 괜찮아서 요즘같은날에 입기 좋은것같아요! 기장도 엉덩이 덮을정도이고 색도예쁘고 전체적으로 다 마음에 듭니다!!!
tony19**|생각보다 박시해서 이너를 잘 챙겨입어야 할 것 같네요.디자인은 리본이 참 귀여워서티셔츠이지만 블라우스처럼 좀 더 단아한 느낌이 있네요.
pyj32**|19일 30% 할인된가격으로 진짜괜찮은 바지산것같아요!!!!정말맘에들어요!!! 다른분들은 기장이 짧다고 하셧는데 제가키가작아서그런지 딱맞는 기장에다 여름에입기좋은 시원한색깔에 입어보니깐 핏도예쁘고 시원해보여요!!! 싼가격에 좋은 바지 구입해서 좋습니다^_^
tony19**|루즈핏으로 가운데 흰선이 포인트가 되어심심하지 않은 티네요.베이지색 테니스스커트와 코디하니 잘 어울리구요,청바지에도 편하게 잘 입을수있겠어서 유용할것같네요.스트라이프티셔츠 찾으신다면추천합니다~~
dfrw**|제가 키가작아서 너무길면 어떡하지 생각했는데, 길이도 적당하고 밖에 입고다녀도 절대 후줄근하지않을 것 같아요. 다리에너무붙지않고 적당히 슬림해서 활동하기 편하면서 이쁜 것 같아요. 츄리닝도 예쁘다니 완전 감탄이에요 !!! 다른색으로 하나 더 사고싶어요 ㅎ
dfrw**|살까말까 고민했는데 , 왜 고민 했는지 모를정도로 정말 예뻐요!! 재질이 생각했던 재질이 아니었지만 옷자체 핏도 너무예뿌고 길이도 적당해서 옷안에넣어입었더니 좋아요 ㅎㅎ 너무흰색이아니라 살짝 아이보리빛이 나는거 같아서 더좋아요!!
le94**|테니스 치마 예전부터 사고싶었는데 고민하다가 가격도 저렴한 편이라서 네이비로 샀어요!! 아직 안입어봐서 어떨지는 모르겟는데 겉보기는 사진이랑 똑같고 !입으면  많이 짧아질것같아요 ㅎㅎ그리고 주름관리하기가 어렵겟다 이생각?햇어요 ㅎㅎ
le94**|ㅋㅋㅋㅋ눈썹 숱이 많고 길어서 길이를 정리하기가 항상 애매했는데 이거 사고 나서 땜빵처럼 안잘리고 이뿌게 잘리는거같아여 ㅎㅎㅎ 이거랑 눈썹그리는 거? 여기서 파는거 천원짜리! 이거 두개만 있어더 눈썹정리 이뿌게 할수있을것같아요~~
le94**|생각보다 작아요~~ 핸드폰보다 좀더큰사이즈??싼티는 안나고 새거냄새 좀나고요ㅎㅎ별거 안넣엇는데 문이 잘 안닫혀요 ㅠㅠㅠ좀아쉬워여.ㅋㅋㅋ자꾸 걸어가다가 문(?)이 열리기도하고 그래서..디자인은되게 귀얍고 예뻐요~~ 길이가 조금만 더 짧으면 좋앗을거같구요!
asiabr**|원래 있던 청치마를 s사이즈를 구매했는데 스판기도 없어서 너무 조이고 허리사이즈도 너무 작게 나와서 그냥 친구줘버렸는데 아미티데님 청치마는 스판이 너무 좋아서 활동하기도 너무 편하고 s사이즈라고 해서 허리도 너무 작게 나오지 않아서 일상생활하는데 너무 편했어요!!! 굿초이스~다만 실이 약간 트더져서 왔더라구욤 그게 조금 아쉬웠어여ㅜㅜ
jiaa**|치마하얀색인데 갈색얼룩묻어있어요 배송하기전에 확인안하시나봐요 흰색치마는 특히신경쓰셨어야죠...
tre31**|포토후기 1등이에요저는 분홍색 구매했어요생각보다 도톰하네요시원한재질은 아닌거같구요가격이 제일 만족스러워요9500원짜리 티는 아닌거같아요맘에들구요 민트색도 사고싶어요길이는 길긴한데 넣어입을거라 괜찮아요~~~
le94**|싸게 사서 다행이에여 ㅎㅎㅎ반값할때 사서 후회는 없구여. 감촉?이런게 좀 특이해요ㅋㅋ부드러운 모시나 삼베같은 느낌?? 면재질도 아니고 일반 블라우스처럼 실크재질도 아니에여 ㅎㅎ긴팔이지만 시원하게 입을수있을것같아요 ㅎㅎ주름 다림질은 필수이고요 ㅎㅎ
jiaa**|옷은이쁜데 다 겨지고얼룩묻어서왔어요 진짜 티날정도얼룩이잇네요 확인하고배송하셔야되는거아닌가요?
le94**|눈썹 정리를 매번받고는 있는데 기러기눈썹?이라서ㅋㅋ어떻게 관리를 해야할지 어떻게 그려야할지 잘 몰랐는데  이거 사고 나서 일자눈썹으로 변하고 있어요ㅎㅎ 눈썹 숱은 많지만 모양이 남성적이라서 앞머리 없으면 안됏는데 여름에 까도 될것같아요 ㅎㅎ
asiabr**|작년부터 슬랙스 살까말까 고민하다가 맘에드는 슬랙스도 없고안어울릴까봐 안사고 있었는데 고고싱은 가격도 저렴하고후기도 많아서 믿을만 한 것 같아 구매해봤는데역시나 핏도 이쁘고 원단도 좋아서 걱정없어요!!!길이도 딱 좋고 접어서 입으면 더 이뻐여~ㅎㅎㅎ
thdgml**|한여름에도 입고다니기좋을거가타요!!!!!!
thdgml**|완전만족이용 이뻐용
thdgml**|배ㅔㅇㄷ힘안주고다녀도데네묭
thdgml**|허리가 조금 큰거같지만 이뻐요 오늘입고나가야지
thdgml**|완전만족이용
qkrtldms**|기장 57cm가 이렇게 짧을 줄은 몰랐네요ㅠ모델분이 바지에 넣어 입은 것만나와 있어서 기장에 대한 감이 전혀 안잡혔어요(다음부턴 제발 상의는 기장을 알 수 있게보여주시면 감사하겠습니다!)그리고 좀 부해보이는 감이 있네요길면서 큰 느낌이었다면 괜찮을텐데,기장이 짧고 통이커서 그런지핏이 그닥 예쁘진 않아요차이나넥이고 체크무늬인건 정말 마음에 드는데..개인적으로 느낄 땐 아쉬운 제품이내요
thwld42**|가벼우면서 니트하나만 입어도 간편하고 좋아요 ^^짱~
thwld42**|넉넉하고 예뻐요 !!!!!!!!!!!!!!!! 아무옷이나 코디하기 좋음 ^^
yeahjin**|일단 배송이 빨라서 좋았어요. 다른 브이넥과는 다르게 소재가 튼튼한 재질이라 아이보리색도 비침이 별로 없어요. 길이도 바지 힙 살짝 덮는 정도로 적당하고 팔통도 적당한 거 같아요. 올 여름에 자주자주입을수있을꺼같아요! 완전 맘에들어요ㅎㅎ
dmswl28**|진짜쨍쨍하고잘안늘어나거같아서좋아요ㅠㅠ에이치스커트사면맨날밑부분이널널해져서싫었는데그런걱정없이입을수있을거같아요ㅎㅎ!!
wuy991**|무난하게 입을수 있는 기본아이템이에요~잘 입을께요~~
wuy991**|일단 기장이 좀 짧은편이에요~이건 좀 아쉽구요단추부분도 실밥처리가 별로에요ㅠㅠ뭔가 튼튼한 느낌은 아니에요ㅠ그럼에도 입으면 예뻐요~~목라인 부분이 독특해서 예쁘고 갠적인 생각으론 마르신 분들 입으시면 완전 여리여리해 보일것 같아요ㅋㅋ잘 입을께요~~
yeahjin**|일단 배송이 빨라서 좋았고 재질이 튼튼한 재질이여서 비침이 없어서 좋아요 화면의 색보다는 조금 어두운감이 있는데 그래도 이쁘네요 아쉬운점이 있다면 컷팅된부분이  멀리서보면 티는 잘 안나겠지만 반듯하게 잘리지않아서 수선을 맡겼어요ㅠㅠ 처음부터 단처리되서 나왔으면 더 좋았을듯해요
wuy991**|받자마자 입어봤는데 예뻐요청바지랑 입어도 괜찮고 짧은 바지도 잘 어울려요ㅎㅎ실밥처리 부분이 조금 아쉽긴했어요ㅠㅠ그치만 가위로 자르면 해결되니까ㅎㅎ 걱정할 부분은 아니구요ㅋㅋ요즘은 좀 더워서 밤이나 가을되면 잘입고 다닐께요~~~
wuy991**|목걸이는 안보고 구매하는게 처음이라서걱정했는데 괜한 걱정이였네요ㅋㅋ너무 예뻐서 감동ㅠㅠㅠㅠ어떤옷입어도 다 어울리고 포인트로 좋아요~골드랑 고민했는데 갠적으로 실버가 깔끔하고 좋네요ㅋㅋ탁월한 선택이였어요ㅎ 길이도 조절할수도 있고 넉넉하구요잘 하고 다닐께요~
qkrtldms**|저렴한거에 비해 재질 괜찮아요길이는 길지도 짧지도 않은 중간정도이고소매부분 둘레는 넓은 편인것같아요그냥 무난한 박스티라고 생각됩니다가격대비 매우 만족합니다
kimkt0**|블랙이랑,브라운 구매했는데조금 달라 붙는거 같은데 엉덩이 덮어주고근데 계속 빨면 조금 늘어날꺼 같기도하고요청바지에 무난하게 입기 이쁜거같ㅇ아요가디건 걸치고요 ㅎㅎ
kimkt0**|블랙 삿는데 제팔이 길어서그런지 팔이 조금 짧네요길이도 적당하고 바지에 무난하게 입을만해요괜찮고요 재질도 부드럽고바지나 치마에 잘어울리는걱 같아요나름 이뻐요~
kimkt0**|차콜 색상 구매 했는데 적당할줄 알았는데 조금 크지만괜찮아요 검정색 스키니에 입어도 깔끔하고입을만 한거같아요 치마에 입어도 매치 잘되는거 같구요빨았는데 색상이 조금 빠지는 거같아요근데 입을만해요~
jhl24**|머리 포인트용으로 좋습니당
jhl24**|길이가 너무 짧아서 두꺼운 내 다리가 부각돼보이면 어쩌나 걱정했는데...ㅋ 허리 밴딩 때문에 그런가 훨씬 날씬해보이더라구요 정말  잘 샀습니다!
oxom**|28사이즈에 하비라 프리사이즈 살까하다가 L사이즈로 골랐는데정말 잘 골랐네요... 프리골랐으면 큰일 날뻔..엉덩이 쪽 라인이 좀 크지만 그래도 라인이 이쁘게 떨어져서 좋네요.스판기도 약간있고 재질도 느낌이 좋아서 편하게 입기 아주 좋아요!!
jhl24**|착용감도 나쁘지 않고 가격대비 괜찮은 것 같습니다~
jhl24**|퀄팅백 생각보다 사이즈가 작아서 실용적이진 않지만 패션용으로 너무 이쁩니다ㅠㅠ 어디 간단하게 지갑 하나 들고나갈 때 유용해요!
oxom**|평소 28 사이즈를 입는데 딱 맞는 느낌?하비라 그럴수도 있나 싶어요.스판기가 있어 편하기는 정말 편합니다!
oxom**|눈썹 정리하기 쉬워요!
ha9311**|재질당연히 면으로 생각했던 나였는데..진심적으론 이 옷은 마른사람이입어야된다는걸 새삼스레 느끼게해준다능ㅠㅠ고고싱은 잘사면 재질도좋고 좋은대 잘못사면 진짜 값싼티나서 속상ㅠㅠ
ha9311**|생각보다 컷음..
ha9311**|바지는 좋음!!!!!!!!!!!!!!!!!!!편안해요 굳굳
yj31**|옷이 생각보다 크구요ㅠㅠ무늬는 정말 마음에 들어요.슬랙스랑 입으면 진짜 잘 어울릴 것 같아요차이나넥이 잘못입으면 답답한데 이건 그런건 없네요한여름에는 못 입을 것 같지만 아직까지는 입을 수 있을 것 같구요세탁후에도 옷이 변형되지 않았음 좋겠어요ㅠㅠ구김이 잘 갈 것 같아요..잘입겠습니다
yj31**|모델핏은 안나오지만 너무 딱 달라붙지도 않고 적당해요그리고 가오리가 아니라서 날씬해보이구요단추가 아니라 똑딱이? 같은거라서 더 포인트가 되네요ㅎㅎ그레이 구매했는데 그레이에 흰색이라 깔끔해보여요긴팔이라 지금은 못입지만 봄 가을에 유용하게 입을 것 같네요잘입을게요
