150063834**|키가 작은데도 길이가 조금 짧긴 하지만 안에 검은 반바지 입고 입으면 딱 이쁠것같아요 !!!! 이 가격에 이쁜 옷 살 수 있어서 넘무 좋습니다 ㅠ.ㅠ 고고싱 자주 올게욥 ♥️♥️
kkkyhs9**|허리에 밴딩이 있어서 입기 넘 편하고 재질도 보들보들해서 정말 딱 좋아요!좀 얇은 감이 있어서 여름에 입기도 딱이네요 ㅎㅎ
flowerhj**|사진에서 보는거랑 똑같습니다~이뻐요! 요즘 날씨에 입기딱 인거 같습니다청바지랑 잘 어울려요
flowerhj**|사진에서 보는거랑 똑같습니다 만족스러워요 ㅎㅎ스트라이프라서 어느 옷이랑코디도 쉬워서 좋습니다~
flowerhj**|너무 이뻐요~사진에서 보는거 그대로 입니다!지금 날씨에 입으면 딱일거 같아요 ㅎ코디도 매우 쉬워서 좋습니다
jeje05**|생각보다 길고 두께가 있었는데 아이보리라기보다는 흰색같았어요 그래서 두께살짝 잇으니깐 속옷 비추는것도 덜할꺼같고 두께가 더울정도의 두께는 아니여서 요즘날씨에 입기좋을꺼같아요
jeje05**|생각보다 더 부츠컷이라 놀랐는데 입어보니 괜찮았어요! 스판도 적당해서 입기편하고 긴바지여도 연청이라 요즘날씨에도 계속 입기 좋을거같아요
jeje05**|블루색상으로 구매했는데 색도 예쁘고 핏도 예뻐여!!무난하게 기본템으로 입고다니기 편할꺼같아요~
jeje05**|요즘같이 애매한 날씨에 저녁에 입으려고 깔끔한색으로 샀어요!!! 핏도 예쁘고 두께도 적당해서 가을까지도 계속 입을수있을거같아요~
jeje05**|지금은 더워서 못입고 가을쯤에 입으려고 미리 샀어요!! 생각보다 길이가 짧았는데 입어보니깐 이상할정도는 아니고 예뻐요!!
jeje05**|아이보리색상으로 구매했는데 가죽냄새도 아니고 이상한 냄새가 너무많이나서 베락다에 널어뒀어요.. 하루지났는데도 냄새는 아직 하나도 안바졌구요.. 크기나 색상은 사진그대로 똑같습니다
jeje05**|라이트베이지로 구매했는데 색상도 이쁘고 핏도 예뻤지만 주름이 장난아니네요... 린넨이라서 충분히 주름 잘생기는건 알지만 입기도전에 완전 쭈글쭈글.... 택배받자말자 새거인데도 입으려면 다리미질 필수에요!!!!
olxmro**|가격이 착해서 원단이 안좋을줄 알았는데 엄청 고급스럽고 촘촘해요!!!기장도 너무 길지 않아서 아무 옷이나 코디해도 괜찮을것 같아요 ㅎㅎ간절기에 입기 딱이라 검정도 같이 구매했는데 ㅎㅎ 잘입고 다닐것 같아용
772457274**|옷 싸게 잘샀고 무난하게 입을 수 있는것 같아요~ 옷도 얇아서 시원해서 맘에 들어요
olxmro**|다른건 세탁을 하게 되면 흘러내리고 신발안에 있고 그런데 이건 세탁해도 흘러내리지 않아서 다른분들한테도 추천 해드려서 더 구매하게 됬어요 ㅎㅎ추천 받으신분들도 더 사다달라고 부탁하시더라구요 ㅎㅎ
olxmro**|와 바지 너무 이뻐영리뷰가 하나도 없어서 망설였는데 스판도 되게 좋고 찢어진게 딱 제스타일이에요!!167에 52키로인데 기장도 길지도 짧지도 않은 기장이라 제맘에 쏙 들어요!!고고싱에서 산 티셔츠랑 가디건이랑 코디했어용!!연청바지 사고 싶어서 보다가 이게 딱 맘에 들어서 구매 했는데 구매하길 잘했네요약간 하이스타일이구요 제가 바지를 사면 허리만 큰데 이건 허리도 딱 맞고 좋아요!색상이 그래이 처럼 나왔는데 연청 맞아용!!
772457274**|스판없어요ㅠ 여름에 입을려고 산 바지인데 겨울용 같아요 진짜 너무 더워요 오늘 입고 왔는데 더워 죽겠어욥ㅋㅋㅋㅋㅋ
glwlw**|친구가 제꺼 보고 똑같은 거 시켰어요  검은색도 살 예정이예요 ㅎㅎ
397595409**|한달만에 받아본것같아요 기다린만큼 너무이뻐요 ㅠㅠ
jojo01**|오아시스 그린으로 샀는데 색깔 진짜 너무이뻐여ㅠㅠㅠㅠㅠㅠ기장도 딱이고 품도딱입니당!! 더워져서 못입겠지만....또르르... 얼른 가을이 오길 바래봅니다 ㅎㅎㅎ다들 그린사세요 ㅠㅠㅠㅠ
7586208**|고고싱에서 처음사요 좋아요 놀러가려고 샀어요~~~~키가작아서 길이감은 적당한것 같아요키크신분은  짧다고 느껴지실듯
laln0621**|후기가 좋아서 샀는데 허리가 조금 작아서 살좀더 빼고 입어야되요 근데 색은 정말 이뻐요!! 중간에 찢어진 것도 이쁘고요 길이는 좀 짧은감이 있어서 여름에 입는게 좋을것같아요
17702467**|티셔츠 재질인데 앞이 다 단추였네요잘 안보여서 몰랐는데 ㅎㅎ그래도 맘에 들어요! 잘입을게요~
17702467**|허리가 살짝 작네요제가 워낙 하비라...살을 빼고 입든지 해야할 것 같아요재질은 맘에 듭니다
17702467**|살짝 커요그래도 바스락바스락 재질도 시원하고맘에 들어요가격대비 맘에 듭니다!잘입을게요
2056918154597022**|싸고 예뻐보여서 배송비 없애려고 고른건데 의외의 대박템ㅇㅂ니다..! 지금 학교가는데 교복 안에 입었어요! 밖에 나갈때 청바지에 입어도 예쁘고. 치마에 입어도 예뻐요❤️
twtwlo**|티가 안크고 적당하게 나와서 좋아요!!! 잘 입을께요
twtwlo**|밑단이 넉넉하게 나와서 좋아요!! 롤업해서 입어도 예쁘고 그냥 입어도 예뻐요ㅎㅎ
twtwlo**|화면에서 보는 그대로에요ㅎㅎ 연청색바지랑 입으니까 진짜 화사해보이고 좋아요
twtwlo**|세일해서 산건데 생각보다 괜찮아요. 색도 예쁘구요. 더운여름에 입기 딱이네요
twtwlo**|색도 예쁘고 티도 너무 안커서 좋아요~ 잘 입을께요
twtwlo**|티가 넘넘 귀여워요ㅎㅎ 입으니까 발랄한 느낌도 나구요ㅎㅎ
twtwlo**|화면에서 보는 그대로에요~ 잘입을께요
lhj06**|기본양말이 필요했었는데 너무 저렴한 가격에 잘 산거같아요.고고싱에서 옷살때마다 하나씩 살예정입니다 !
lhj06**|팔통이생각했던 것 보다 컸는데 잘 조절해서 입으니까 이쁜 여리핏이에요 ! 네이비색 넘 이쁘구 슬랙스에다 입으니까 이쁘더라구요. 마른편이라 너무 크면 어쩌나 걱정했는데 막상 입어보니까 제가 좋아하는 박시하면서 여리여리한느낌이었어요
lhj06**|제가 좀 많이 마른편이라서 s랑xs중에 뭘 살지 고민많이했었는데 xs사니까 너무 예쁜 슬림핏이에요 !
wide4**|생각보다 짧지도 않고 색감도 이쁘네요 편하게 입을 수잇구 자연스런 코디도 할 수잇을것 같아요!! 이뻐요 다른색도 살까 고민중이에요
34649682**|색상도 너무 이쁘고 리본이 포인트가 되서 너무 귀여워요 데이트할때 입어야겠어요!!~~~~~
34649682**|면도 괜찮구 핏도 이쁘고 편히게 자주 입을것같아요!!~~
id05**|이거늘어나는재질절대아니고탄탸튼튼 베이직티입니당 길이도살짝박스티예쁜핏어따 다입어도 그런티  진짜이뿜 블랙삿는데 화이트도살걸..데일리로암곳어나어울리는티 이뻐여 시워나게입을수잇어용
yeahe**|색상도 이쁘고 소매도 이쁜데 단추부분이 아쉬워요 세탁을 잘 못해서 그런지는 몰라도 입으니까 단추부분이 울어요... 마치 꽉 끼는 옷입은거처럼요... ㅇ...왜죠...?ㅠ그리고 저같이 어깨없는분들은 흘러내리는거 감안하고 사셔야할 것 같아요ㅠ 옷이 액체처럼 줄줄 흘러내려요....
yeahe**|이런류 원피스가 이미 많은데 나오자마자 뭐에 이끌린듯이 샀네용ㅋㅋ본거랑 똑같이 입은거도 예뻐요. 앞이 좀 많이 파지긴 했는데 체구가 작아서 그런가 딱히 벌어지거나 하지도 않고 볼륨감 있어보이는 핏이어서 좋아요. 다만 허리부분이 좀 여유가 있어서 허리를 조이는 핏을 원하는 분들은 따로 고정하고 입어야 할듯해요. 일단 무늬가 넘 예뻐서 그거 하나만으로도 살 가치가 있는 옷!!!
yeahe**|비치는 얇은 여름용 블라우스 입을때 안에 입기에 좋아요두께감이나 착용감도 좋은거같아요근데 길이가 좀 길은면이 없지 않아 있어요ㅠ 제가 키가 작아서 그런걸 수도 있지만요...ㅠ
dndb62**|완전 기본 티에요 ! 기장도 괜찮은 것 같아요 ㅎ 저는 기본티가 없어서 맨날 사야지 사야지 했는데 이제서야 사네용 ㅠ 이뻐욤 !
dndb62**|색 진짜 잘 빠졌어요 택배가 일찍 와서 나갈때 입고 나갔는데 다들 이쁘다고 잘 샀다고 했어요 ㅎㅎㅎ 추천추천
dndb62**|사진 보고 이뻐서 샀는데 제가 생각했던 핏은 제대로 안나오는 것 같아요ㅠㅠㅠ 그래도 색도 잘 빠지고 사이즈도 잘 맞아서 이쁘게 매치해서 입을려구용 !
dndb62**|연청이 되게 이뻐요 ! 사이즈도 딱 맞고 허리 잘 잡아줘서 좋은 것 같아요 ㅎ 근데 키가 작은 저에게도 좀 짧아서 잘 가리고 입어야겠어오ㅠㅠㅠ
opop88**|저렴하고 코디 다 잘어울려서 좋아요!근데 어깨뽕이 없었으면 더 좋았을거같아요ㅠㅠ
cjm98**|옷이 주름이 잘지고 랩형식이라 입기 좀 불편하지만 예쁘고 좋은것같아영진짜 팔부분이 쨍겨서 약간 찢어질 느낌이 들어요 .. 사진이랑 별로 다를것없이 예뽀요
clzlss03**|예뻐요 이 가격이라고 생각 못 할 퀄리티에 색도 예쁘고 디자인도 예쁘고 핏도 예뻐요 잘 산 것 같아요
clzlss03**|무난한 흰 데님 치마에요 흰색 데님 치마 사고싶으면 이거 사면 될 것 같아요 허리는 조금 큽니다.
ehflrha**|제가 평소에도 핑크를 되게 조아하구 이렇게 가디건으로 된거 엄청 조아해서 사게됐는데 진짜 잘 산거 같아욤ㅠ 친구도 이쁘다구 했어요!! 요즘 반팔입을까 긴팔입을까 고민할시기에 소재도 시원하구 넘 좋아요 고민해결!
wangribb**|고민 왕창하다가 삿는대 넘 맘에 들어용 157 큰키는 아닌대 살짝 짧은감이 없지않아있구요 허리끈이 생각보다 위애 잇어서 당황하긴햇는데 잘 입고 다닐게요♥짱 이뻐용
skfl28**|진짜로 엄청 어두워요 타사이트는 좀 비싸다고 생각해서 한번 여기서 구매했는데 처음에 받고 진짜 실망했습니다 기대했던 것보다 너무 어두웠어요 치마랑 입으니까 훨씬 예쁘기는하네요
skfl28**|거울이 좀 많이 더럽지만.. 편하게 입으려고 구매했어요 편하기는 한데 역시 싸서 그런지 싼티가 많이 나네요 그래도 괜찮은것같아요
iskla10**|네이비랑 다크네이비중에서 고민하다가 다크네이비샀는데 너무예뻐요 특히 너무크지않고 사이즈가 제일 좋아요!!!!!ㅎㅎㅎ
skfl28**|진짜 편하게 입으려고 구매했는데 좀 많이 얇고 처음에 조금 냄새가 나기는 하는데 나중에 빠져요 싼티가 좀 많이 나서 아쉬워요
anay92**|기다린 만큼 맘에 드니요키가 작아서 길긴 하지만 괜찮아요
yj20**|색깔이 너무 이뽀요~~!
skfl28**|기대했던것보다 좀 더 어두운 색이고 좀 많이 박시하게 큰 옷이네요 그래도 글씨가 프린팅되어 있어서 예쁜 것 같아요
iskla10**|예뻐요 제가 이런류의 옷 좋아해서 꽤 있는데 진짜 원탑으로 꼽을 정도로 예뻐요. 게다가 가격도 싸서ㅠㅠ너무만족합니다
kse34**|진짜예뻐요~~~가격이저렴해서살짝걱정도됫는데짱짱이에요!!!!소라색상추천합니당~~고고싱항상믿고사요
kimjooa12**|편하게입을때 딱좋아요 완전박시하지도않고 딱붙지도않아서 좋네요 청바지,검은바지 다잘어울려요 잘입을게요!!
skfl28**|편하게 입을 수 있을 것 같아서 구매했어요 싸게 잘 산 것 같아요 다만 흰 색이라서 그런지 조금 안이 비치기는 하지만 좋아요
b6677**|결혼식 갈때나 평소에 데이트할때 입으면 좋을것같아용!! 깔끔하고 진주포인트 너무 귀여워용ㅎㅎㅎ 하나쯤 사둬도 좋을듯!!
kimjooa12**|여성스러워서 예뻐요! 근데 단추구멍이 작고 마감?이 잘안되있어서 단추끼우기가 어려웠어요 ㅜㅜ그것만빼면 진짜완전 예뻐요 옷 ㅎㅎ
kimjooa12**|다들 예쁘다고 얘기해줘요 ㅎㅎㅎ길이도 딱 적당하고 오늘 날씨에 딱이었어요 잘입을게요~~
skfl28**|예전부터 흰색 반바지 사고 싶었는데 마침 적당한가격대로 구매했어요 허리도 적당하고 길이도 적당해서 괜찮네요
pl3**|가슴부분 컵?이 입어봤을 때 큰 느낌이 나서 조금 당황했는데 거울보니까 딱 예쁜 핏이였어요~ 치마 짧다는 글이 많아서 걱정했는데 저는 괜찮게 잘 맞았습니다! 그리고 가격대비 괜찮은 것 같아용 싸다고 해서 한 번 입고 못입을 나쁜 퀄리티는 아니에요! 가격대비 적절한 옷 인것같습니당!!
skfl28**|진짜 글씨 프린팅이 예쁜 티에요 다만 아쉬운건 목부분이 정말 잘 늘어날 것 같아요 입구도 좁은 편이라서 정말 입을 때마다 조심해야해요
chleen12**|우와아아아아 짱 마음에 들어요♥골지티인데 엄청 찡기지도 않고 적당히 라인 잡아 줄 수 있는 편한 티셔츠를 찾았는데 이 티셔츠가 딱인 것 같아요!!어깨부분이 포인트구 여리여리 시원해 보여서 좋네요.다음에 다른 상품 구매 할 때 색깔별로 다 사려구요~!
skatr**|검정자켓이 없어서 샀는데 사진보다는 조금 더 큰거 같아요 제가 키가 작아서 그런것도 있지만요 기본디자인이구 청바지에 잘 어울리는 거 같아요 봄가을에 잘 입구 다닐게요 가격대비 넘 조아요!!
lks217mi**|아이보리색으로 샀는데 단추가 진주라 떨어질까봐 걱정되는거 말고는너무 예뻣어여 ㅎㅎ배송도 빠르더라고요
chleen12**|음... 예쁜데.. 뭔가 저한테는 안 어울리는 것 같기도 하고..ㅎㅎ..처음에는 프릴이 조금 부담스러웠는데 계속 보니까 적응되네요.팔 부분이 약간 불편하다는게 뭔지 알 것 같아요. 어깨선이 딱 맞아서 그런 것 같아요..색감은 정말 맘에 들어요~!
ms03**|사이즈도 괜찮고 예뻤어요 ㅎㅎ 입을맛이 나네요
chleen12**|너무 예뻐요!!긴팔이지만 여름에도 입을 수 있는 여리여리한 가디건이에요ㅠㅠ!색감도 사진이랑 그대로이구요 까슬까슬할까봐 걱정했는데 전혀 그렇지 않았습니당ㅎㅎ안에 나시 안 입고 입으면 몸매라인 다 비치는데 나시 입고 입으니까 괜찮았어욤!이런 디자인으로 또 사고 싶네요ㅠ 강추!
chleen12**|예뻐요~!생각보다 무게감 있구 면 재질 같은데 탄탄해보여욤 :) 팔 부분이 쉬폰이라 포인트가 되는 것 같구요 치마부분도 휙 돌았을 때 예쁘게 퍼지고 찰랑찰랑 거리는 것 같아요ㅎㅎ 와인색도 같이 샀는데 둘 다 다른 분위기라 다 잘 산 것 같네요.. 가을에 잘 입을 수 있을 것 같아여!
www08**|진짜 너무 예뻐료....여름에도 입을수잇구ㅜ짐짜 너무 예뻐요ㅠ검정으로 하나 더 살꺼에요 ♥
b6677**|이건 진짜 세젤예 너무 이뻐요ㅠㅠ 제 주변사람들이 다 너무 이쁘고 찰떡이래요ㅠㅠㅠ 진짜 100개 사놓고 매일매일 입어도 이쁠듯..ㅠㅠㅠ 오프숄더계의 혁명.. 꼭사세요 오프숄더 좋아하는사람은 지나칠수없어요 진짜 이거 품절이라고하면 재입고 해달라고 쫄라서라도 사야해요.. 꼭사요 진짜(진지)
cofl55**|포토 후기 1등이요!연청 색이 잘 빠져서 너무 예쁘고 반바지 허리 부분은 조금 여유있었어요 신축성은 없었어요!
codmsrla05**|제가 스아실,,요새 살이 쪄서 입던 슬랙스를 못입고...ㅜ 하나 사게 되었는데전에 입던 슬렉스가 핏은 ㄹㅇ 꿀인데 스판끼가 없어서 불편했거든요!그래서 이번엔 고르다가 이거 샀는데 ㄹㅇ 개꿀...성공했어요!핏도 예쁘고 키도 작은데 길이도 적당하고 허리도 맞고..!저는 만족해용
