hhhh7**|ㅇㅀ- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)ㄹ
minannz**|괜찮아요!!!- 키, 몸무게 164 55-착용사이즈-착용후느낌은?(좋은점/나쁜점)배송도 2틀정도에 바로 오고!!!!!그리고 여기서처음시키는데 물건도좋앗습니다!!!그리고 상품들이랑 같이 주신 머리끈도 감사합니다~~홈페이지에 있는 모델사진이랑 비슷하고 색깔도 제가 원하던거 였습니다!!!!추천해드리고 싶어요~~~!!다음번에도 여기서 주문할것같습니다~~!앞으로도 많이 업데이트나 이벤트많이해주세요~~!
dbswl**|가방받았어요- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)가방 잘 받았어요!마음에 들지만 베이지색 가방 하나가 가방끈이 안왔네요......;;;;ㅠㅠ
hgsong**|검정색후기- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)일단배송은빨랐습니다.티셔츠는 매우 얇고 지금 날씨에는 이너로도 너무추울듯합니다그리고 검은색이여서그런지...답답해보이고...카키살껄후회합니다... 막쫙쪼이는티셔츠는아니구요 적당히쪼여서그점은좋아요. 무튼생각보다는매우별로입니다...가격도..옷에비해비싼거같습니다.
lovelyjj**|좋아요!!!- 키, 몸무게-착용사이즈 그레이S-착용후느낌은?(좋은점/나쁜점) 기대이상으로 너무 좋아요!!! 질도 좋은것같고 따뜻하게 잘 입을수있을듯! 언니가 이거보고 맘에들어서 생일선물로 줬어요... 흑 고고싱 다음에또 이용할래요 :)
dlgksk05**|포토후기1등- 키, 몸무게 165-착용사이즈-착용후느낌은?(좋은점/나쁜점)그레이로샀는데 니트같기도하고 맨투맨같기도하고 너무예뻐요목도 어느정도올라와서 따뜻해요 ㅎㅎㅎ색깔진짜마음에들어요!!
dlgksk05**|블랙후기- 키, 몸무게 165-착용사이즈 s-착용후느낌은?(좋은점/나쁜점)따뜻하고 박시해서 좋아요 소매배색도 맘에들어용 ㅎㅎ인기있을만하네요
qkrthdud5**|이쁨- 키152, 몸무게45-착용사이즈-착용후느낌은?(좋은점/나쁜점)이쁨!!근데 키작은 사람들은 좀 클수도있음 무난하고 따뜻함
dlswndls**|진짜너무이뻐요- 키, 몸무게 161-착용사이즈 s-착용후느낌은?(좋은점/나쁜점)너무이뻐요!!옷감도너무좋고 목처리도 너무잘되있고 색도 실제로 보니까 꼼꼼하고!!고민하지마세요~
dream1**|바지가 좀 작게나온거같아요 한치수 크게 교환했어요- 키, 몸무게153 / 40-착용사이즈26-착용후느낌은?(좋은점/나쁜점)25가 안들어가서 26으로 교환했습니다26도 완전 딱 맞아요바지기장도 수선안해도될거같구요여기서 살 조금이라도 찌면 못 입을거같아요발목까지 핏이 딱 조여줘서 핏은 이뻐요골반바지라 좀 아쉽네요반하이살걸싶어요키 작은분들은 괜찮을듯
jssong9**|좋아요!!- 키, 몸무게 158, 50-착용사이즈 27 검정색-착용후느낌은?(좋은점/나쁜점)사이즈 딱 맞고 좋아요!! 발목까지 딱 쪼여요!!자기 사이즈 그냥 사시면 될것같아요~ 편해요:-)딱히 나쁜점은 없어요!! 추천할게요배송도 다음날 바로 왔어요 짱짱
wlgp16**|좋아요~- 키, 몸무게165-착용사이즈-착용후느낌은?(좋은점/나쁜점)기본 맨투맨이 없어서 이번에 하나샀는데 역시나 맘에들어요!폴라라 따뜻하고 안에 기모까지 들어있어너무 따뜻하고 좋아용다른색도 살까생각중이에요많이파세요!
eunh**|이가격에- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)옷에서 냄새가 많이 나서 베란다에 페브리즈 뿌려서 2일 걸어뒀어요그래도 완전히 빠지지는 ㅠㅠ재질은 부드럽지만 조금 저렴해보이는 그런데 아이는 맘에 들어합니다
wlgp16**|포토후기2등이에요- 키, 몸무게163-착용사이즈-착용후느낌은?(좋은점/나쁜점)첨에 딱 보자마자 이뻐서 샀는데역시나 맘에들어요ㅎㅎ재질이 두꺼운줄 알았는데 두껍진않네요ㅠㅠ제가 상세확인을 안해서 두꺼운지알고샀지만그래도 디자인이 맘에들어서 입으려고요잘입을게요^^
koj91**|그레이!- 키, 몸무게 158-착용사이즈-착용후느낌은?(좋은점/나쁜점)두께감도 있고 따뜻해요 넉넉한 사이즈라 안에 두꺼운 옷 입고도 편하게 입을 수 있어서 좋아요근데 옷 처음 꺼내는데 무슨 석유..?냄새같은게 심하게 나서ㅜㅜ바로는 못 입고 꼭 세탁 하거나 한 다음에 입어야 할 거 같아요
djg032**|너무마음에들어요- 키, 몸무게152.-착용사이즈Free-착용후느낌은?(좋은점/나쁜점)제가 깔끔하고 심플한거를 좋아해서 무지맨투맨을샀는데 너무 마음에 들거 쏙들어요 그런제 단점은겨울에 입고다니기에는 얇아서 추울끼봐 걱정도되고한 가을날씨때 입는게 적절할꺼 같네요^^~배송도 감사하시고 이쁜 옷도 감사합니다 잘 입을게요~
haandy04**|포토후기3등!- 키 163 몸무게 50-착용사이즈 27-착용후느낌은?(좋은점/나쁜점)생각했던 것보다 색깔이 많이 어둡네요...ㅠ 모델샷이랑 너무 달라서 받자마자 쫌 놀랬어요ㅠㅠ좀더 밝은 톤의 바지를 원했는데ㅜㅜ그래두 색이 이상하지는 않구 사이즈도 잘 맞아서 잘입고다니려구요.기모가 부드러운 타입이 아니라 처음에 입을때 조금 뻑뻑하긴 하지만한번 세탁하고 계속 입다보면 부드러워 지는거 같아요!
star28**|괜찮아요- 키, 몸무게-착용사이즈 27-착용후느낌은?(좋은점/나쁜점): 가지고 있는 바지 사이즈들은 27인데, 옷가게에서 사려고 입어보면 26도 입어지는, 애매한 사이즈라26살까 27살까 고민하다가 27 샀습니다. 집에 있는 다른 바지들처럼 허리는 좀 넉넉하네요.허벅지는 비슷한거 같은데 종아리 부분이 가지고 있는 다른 바지들보다 더 몸에 감기는 느낌?이 드네요.허리 수선해서 입든가 벨트 착용하거나 해야 할 것 같지만 괜찮아요~ 검은색스키니 없어서 샀었는데같이 산 니트랑 잘 어울려서 기분 좋아요!
star28**|마음에 들어요- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)키가 크지 않다보니 어정쩡한 길이의 옷을 입으면 좀 더 작아보이는 느낌이 들어서몸에 살짝 붙으면서 짧은 길이 옷을 선호하는데 이게 딱 그 스타일인 것 같아서 구매했어요.베이지색 구매했는데 검은색 스키니랑 입으니깐 옷 색깔이 잘 어울려요.길이가 짧다보니깐 팔 조금만 올려도 옷이 올라가는데 겨울에 이너없이 니트만 하나 달랑 입지 않으니깐 별로 문제될 건 없어보여요.냄새가 조금 나긴했는데 섬유탈취제 뿌려서 널어 놓으면 상관없고. 17000원 정도 되는 가격에 마음에 드는 옷 사서 기분 짱짱!
clfh24**|후기- 키, 몸무게 152 45-착용사이즈-착용후느낌은?(좋은점/나쁜점)생각보다 까칠까칠한 재질ㅋㅋㅋ그리고 생각보다 얇음근데 색감이 사진보다 온화하고 예쁘네요제가 좀 작은편이라 어께가 안맞을줄 알았는데 잘맞네요 좋음
l769**|고고싱 실망..- 키, 몸무게 168/53-착용사이즈-착용후느낌은?(좋은점/나쁜점)여태 고고싱에서 옷 많이 샀는데 이번에 산건 다 실망이네요.. 보풀 엄청 많고실밥처리는 너덜너덜하고..
joohye06**|포토후기2등- 키, 몸무게 168 / 53-착용사이즈 27-착용후느낌은?(좋은점/나쁜점)27인데 허리는 살짝 큽니다ㅠㅠ스판끼가 있어 매우 편해요!바지색도 너무 이뻐서 어느 코트에도 잘 어울립니다.친구가 같고 싶다며 자기도 사겠다했어용강추!거울 으로 찍은 사진은 어둡게나온거에요ㅠㅠ
chejihe**|카키- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)예뻐요소매가짧은감이없지않아있긴하지만색이랑딴건다맘에들어요
dhsql1**|레드m- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)모자부분에 안감처리가안되있어서 아쉬워요 ㅎㅎ 그래도 색이 이뻐서맘에들어요!
johem**|포토후기- 키, 몸무게 160/47-착용사이즈-착용후느낌은?(좋은점/나쁜점)소매가 좀짧은 느낌 내팔이 긴건지..하늘하늘소재인줄 알앗는데 약간 딱딱한 재질 목부분이 트임이라 이뻐서 샀는데 왜 내가입으면 그필이 안나오는가 미스테리 ㅋㅋㅋㅋ
quf23**|네이비 후기- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)네이비색 일단 배송이너무느렸어요..니트는 두껍고 재질도 괜찮네요아무대나 무난하게 잘어울리는것같아요
ds7ji**|핑크샀어요!- 키, 몸무게 160/50-착용사이즈 free-착용후느낌은?(좋은점/나쁜점) 색이쁘네요 마음에들어요~
guswls11**|클러치백후기- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)음가방되게예뻐여 근데 배송이진짜 마음에안드네요 고고싱은 항상 배송때문에 실망하게되네요 이번에도 배송완료는 뜨는데 택배는안오고 택배아저씨전화도안받고 뭐하자는건지 다음날 집앞 계단에 툭 던저놓고갓더라구요 고고싱 택배종 바뀟으면좋겟어요 항상 이런식이니ㅡㅡ 그래도 가방은 맘에들엉~
tlsgmd**|굿초이스!!!!!!- 키, 몸무게163 .50-착용사이즈 s-착용후느낌은?(좋은점/나쁜점)음 일단 제가 산코트중에서 제일마음에들어요!!!!생각보다두껍구 친구가 자기두 다른색사겠다구 ㅋㅋㅋㅋㅋ자주입을거같아요 s지만 널널해서 m시키시면 많~~~이클듯!s도크기때문에 참고하세요너무이뻐요!!!!!!!!!!!!!!!!완전맘에든다능 ♥고고싱은 사랑입니다이가격에 이런퀄리티,..ㅠㅠㅠㅠㅠㅠㅠㅠ너무잘산거같아요다들 고민하지마세요! 후회안해요!
haree**|초록- 키, 몸무게158-착용사이즈-착용후느낌은?(좋은점/나쁜점)안감이 부들부들해요 ! 가격도 저렴한데 기모라니..! 맘에들어요 ㅠ사이즈도 넉넉해서 모델언니랑 비슷한 핏이 나오긴 하는데제가 아담한편이라 부해보이기도하고 여튼 떡대있으신분이면 더 잘어울릴것같아요. 그리구 반폴라라 목이 안추워서 좋아요 ㅋㅋㅋ반폴라 또 사고싶어지네요. 감사합니담
haree**|와인- 키, 몸무게158-착용사이즈-착용후느낌은?(좋은점/나쁜점)화면 보고는 몰랐는데 와인색도 보카시에요화면으로는 눈에 잘 안띄었거든요ㅡ 그런제 받아보고 나니까와인바탕에 검정색보카시가 보이기 시작하네요 ㅎ...뭐 값도 저렴하고 이쁘고 핏 딱맞으니까 괜찮긴한데좀더 주의할걸그랬어요 ㅋㅋㅋ 이름도 보카라 되있건만... 후여튼 좋아요 !
cu4**|예뻐요- 키, 몸무게160 47-착용사이즈프리-착용후느낌은?(좋은점/나쁜점)무난하고 예뻐요 저 사진 그대로 ~ 예요
cu4**|예뻐요저사진 그대로예요ㅎㅎ예뻐여
cu4**|ㅇㅖ뻐요크롭인줄 모르고 샀는데 ..그래도 예뻐여 ㅎ
idresc**|완전 따듯해요- 키, 몸무게 167, 48-착용사이즈-착용후느낌은?(좋은점/나쁜점)검은색 완전 따듯하고 너무너무 좋아요...털도 잘 안빠지고 만족합니다
gangseh**|감격- 키, 몸무게160 55-착용사이즈 27-착용후느낌은?(좋은점/나쁜점)통뚱인데 27이 맞습니다 뱃살이랑 넘치는 체형이에요모바일이라그런지 사진첨부가안되서 아쉬워요일반 데님같은 느낌은 아니에요쫙쫙 잘 늘어나니 꼭 작은사이즈로 구매하세요날씬해보여서 좋아요흰색있으면 좋겠어요cc
gee120**|져아요!!!!!!!!!- 키, 몸무게153-착용사이즈S-착용후느낌은?(좋은점/나쁜점)이 가격에 따시고 이쁜거 겟하니까 기분 S아요ㅎㅎㅎㅎㅎ소매 접으면 되게 귀엽구요뒷태가 되게 귀엽게 나온거같아요앞에보면 여성스럽기두하구 미처 사진을 못찍었네요ㅠㅠ잠궈도 이쁘고 풀어도이쁘고 맘에들어요!!같이산 세로줄무늬있는 원피스랑 입으면 되게 이뻐요!!짱짱!
gangseh**|좋아요- 키, 몸무게160 55-착용사이즈-착용후느낌은?(좋은점/나쁜점)착용감도 좋고 까슬까슬거리는 것도 없어요이너로 입기에 좋아요예쁩니다 절대 이가격에 구입할수 없을 듯 해요
gee120**|흠- 키, 몸무게153-착용사이즈-착용후느낌은?(좋은점/나쁜점)키가 작아서 다행이라고 느꼈어요저한테도 쵸큼 짧구요 제가 좀 퉁퉁한 편에 어깨깡패인데원래 어깨보다 덜 넓어보이고 원피스랑만 같이 입기엔약간 임부복 같아 보이는...항상 아우터랑 같이 입어야할꺼같아요!제킷이랑 같이 입으실분에게는 정장삘도 나니까 추천해드려요!근데 키 155이상부터는 길이가 많이 짧으실수도!
gee120**|헐 대박- 키, 몸무게153-착용사이즈-착용후느낌은?(좋은점/나쁜점)대박! 제가 키가 작아서 그런가 길이가 진짜 져아요 사진을 저러케 찍어서 그렇지일어섰을때 무릎까지와요! 고개숙이면 무릎 덮고 종아리 앞부분 쵸큼 덮는???얇긴하지만 아우터만 따신거 입으면 길이감때문에 겨울에도 입을듯ㅠㅠㅠ아우터만 잘 고르면 가을부터 초봄까지 쭉쭉 입을수있을꺼같아요!! 저같이 키작녀들한테는 이쁨!
park**|도톰하고이쁜 (화이트)- 163 45- 착용사이즈 S- 착용후느낌은?(좋은점/나쁜점)도톰한기본티 이쁜거찾기힘든데이거 진짜이쁘네요보기론 엄청커보였는데 입으니까 딱맞고좋네용~!
wogml**|너무 조아요- 키, 몸무게 163/45-착용사이즈 블랙-착용후느낌은?(좋은점/나쁜점)와~ 완전 질도 너무 좋고 너무 붙지도 않고 좋네요!!오랜만에 이런 상품 만나본거 같아요ㅎㅎ고고싱쨩!!요즘 날씨에는 좀 춥지만 잘 입고 다닐꺼같아요ㅎㅎ
pinkalo**|괜찮아요~- 키, 몸무게 158-착용사이즈 27-착용후느낌은?(좋은점/나쁜점)하체가 워낙 튼튼해서 걱정했는데 다리보단 허리가 너무 딱 맞네요ㅎㅎㅎ스판이니깐 늘어나려니 하고 입을렵니다 ㅎ스판은 짱짱해서 활동하기는 좋은거같아요!다만 아쉬운 부분은 발목까지 못잡아 준다는거?그래도 키가 작아 길이도 좋고 만족하는 편입니다.
wogml**|죠아요!- 키, 몸무게 163/45-착용사이즈 26-착용후느낌은?(좋은점/나쁜점)배송도 빠르고 좋앗습니다.하지만 사이즈가... 안맞아 교환신청하여 27사이즈 기다리는중입니다.빨리 옷이 와서 입고다S으면 좋겟어요^^
wogml**|굿굿!- 키, 몸무게 163/45-착용사이즈-착용후느낌은?(좋은점/나쁜점)저번에 배송이 너무 늦어 배송 취소도 햇엇는데요번에는 배송도 빠르게 왓고옷도 너무 이쁩니다.다만 포장지를 열어보니... 좀 안좋은 냄새가 나더라고요..ㅎㅎ어차피 빨아 입는거 옷은 정말 이쁩니다.
park**|두번째구입(청록색)- 163-45- 26-착용후느낌은?(좋은점/나쁜점)와인색에 이어 청록색구입했습니다원래25입는데 한치수크게하니까 딱 맞네요가격에 비해 너무좋아서색깔별로 다사고싶네요진짜
wogml**|이뻐요- 키, 몸무게 163/45-착용사이즈 s-착용후느낌은?(좋은점/나쁜점)너무너무 예뻐요!남자친구랑 커플로 입고 싶엇는데 L사이즈가 없어서 제것만시켯네용ㅎㅎ후회없고 너무 예쁩니당^^
park**|너무귀여워용- 163/45-착용사이즈-착용후느낌은?(좋은점/나쁜점)너무이쁩니다♡.♡도톰하고 귀여워서 자주입을꺼같네용
flxmfzos**|M후기- 키, 몸무게158/48-착용사이즈m-착용후느낌은?(좋은점/나쁜점)사이즈 작다고 해서 엠삿는데 쫌 크긴하지만 편한것 같아요에스삿으면 핏을이쁘겟지만 너무 불편할것같아서 엠싯는데 갠춘해여ㅎㅎ멜빵도 기여운듯ㅎㅎ
