qwe456wls**|팔 길이가 생각보다 좀 기네요 제 팔이 짧은건지....ㅎ그래도 아주 예뻐요!!맘에듭니다 ㅎㅎㅎㅎ
djdjff**|네이피 라지 사이즈 샀더니 핏도 넉넉하고 굉장히 이뻐요 그래서 베이지랑 검정색 두개 더 사려구요 ㅋㅋㅋ
akdma10**|생각보다 색감이 노래서 깜짝놀랫어요.,,,ㅠㅠ약간 하얀빛 도는 아이보리일줄 알앗는데 완전 아이보리더라구용,,,그래도 막상 입으니까 과하지 않아서 갠찮앗던 것 같아요 ㅎㅎ근데 이제 벌써 날씨가 너무 더워져서 한번 밖에 못입엇어요,,너무 아쉽아쉽....그래도 내년에 더 이쁘게 입을꺼니까 갠차나용 ㅎㅎㅎ잘 입겟습니다~~^^
olqqn**|쫀쫀해요 사이즈는 작은감이 없지 않아있어요
kimsun09**|체크 남방을 좋아해서 샀는데, 색상은 그레이 삿어요. 만족스럽습니다. 회색 남방에 색깔 체크가 잘 매치되어서 세련된 디자인 같아요. 그리고 약간은 박시한 느낌으로 움직이기 편해요. 남방이 딱 맞으면 좀 움직일 때 불편해서 박시한 옷을 선호하는데 그래서 만족합니다.
olqqn**|사진 그대로네요 구매 성공했어요 ㅎㅎ
olqqn**|얇아서 여름에 입기 좋은거 같아요~밑위가 다소 짧은감이 없지 않아 있네요
olqqn**|흰색 구매했는데 얇아서 다 비쳐요그리고 흰색이 아니라 아이보리색이에요
kimsun09**|깔끔한 흰 셔츠를 고민하다가 샀어요. 청바지, 검정스키니, 플레어 치마, 테니스스커트, 멜빵 등 모든 옷과 잘 매치가 되어서 활용도 높은 옷이에요. 날씨가 더워져서 팔 걷어서 입어도 스타일리쉬하고 좋은 것 같아요. 깔끔해 보이고 환한 인상을 줘서 만족스러운 옷입니다.
kimsun09**|흰색 스키니를 사고싶었었는데 뚱뚱헤 보일까봐 고심끝에 골랏는데 이뻐여!! 완전 마음에 들어요. 하이스키니라서 더 날씬해 보이고 흰색인데도 전혀 부해보이지 않아요!!사이즈는 26삿는데 스판기도 있어서 엄청 편하고 좋아요 활동성도 좋아요!
ami06**|왕 이거 진짜 좋아요진짜진짜 편하고 몇시간 신어도 하아나아도 안불편하고 완전 잘 산거 같아요 bb 흰색바지랑 입으면 진심 예뻐요
ami06**|흰색 바지랑 입으면 진짜 잘 어울릴거 같아여 제가 남색이 별로 받는 얼굴이 아니라 막상 티 입어보니까 생각만큼 많이 이쁘지는 않더라구여 ㅠㅠ 체형이 더 커보이기도 하고... 그래도 티 자체는 이뻐여
ami06**|저는 와인색 스몰로 샀는데 좀 껴요 ㅠㅠㅠ살을 빼야겟어요색도 이쁘고 한데 사실 조금 옷이 싼티가 나는 건 사실이에요그래도 이뻐요 테니스치마같이 귀여워요
ami06**|저는 m으로 시켰는데 별로 짧지도 않고 딱 좋아요친구들도 예쁘대요어떤 티에 입어도 잘 어울리는 듯해요
ami06**|제가 흰티를 좋아해서 시켰는데그냥 딱 기대이상도 이하도 아닌 평범한 베이직티에요아무 하의에나 괜찮을 것 같구요 !! 좋아요
ami06**|귀엽고 재질이 좋아요대신 흰색이라 뭐 안 묻게 주의만 하면 좋을 것 같아요 완전 편하고 길이도 적당합니당 저는 위에 남색티랑 세트로 샀는데 다른 어두운 계열의 옷이랑 입어두 좋을 것 같아요bb
dudflar**|원래 와이드한 미니슬랙스 주문했다가 이걸로 교환했는데,, 진짜 너무 잘산거같아요 가격도 싸고 질도 좋고편하기도 엄청편해요ㅠㅠㅠ 또 길이도 안짧아서 입는 데 부담도 없어요!!!! 흰색도 살려구요.. 너무너무 맘에 들어요!!ㅎㅎ 다른 색상도 추가되었으면 좋겠네유
cofls33**|진짜좋아뇨
cofls33**|좋아요 근데 단추가 고장나소 왓더라구요
cofls33**|작네요 근데 좋아요
cofls33**|완전이뻐요
cofls33**|진짜좋아요
cofls33**|좋은대 작아서 반품하려고요 근데 회수요청했는데 안오네요
jinhee08**|이런 바지 처음 사보는데 진짜 너무 편해요!! 입은듯 안입은듯ㅜㅜ 그리고 이바지는 와이드슬랙스라서 통풍이 잘되서 진짜 시원해요! 요즘같이 더운날에도 반바지 안입어도 괜찮을정도로 시원하고! 스키니입다가 너무 더워서 이바지로 갈아입고 나왔는데 진짜 편했어요ㅠㅠㅠ 가격도 너무 싸고 잘산거같아용
senggki**|엄청나게 편하고 이쁘고 어디에 받쳐입어도 이뻐여 !추천추천추천 ㅋㅋ 전 더위를 안타서 여름에입어도 안더울것같아요 그정도로 얇아여!
senggki**|속바지 꼭 입어주셔야합니다 !!! 너무너무 이쁜 치마에요 근데 저처럼 뱃살이 있는사람은 좀 ...ㅎ 예쁜핏이 안나오는데 그래도 입을만해요!
jinhee08**|우선 가격도 너무 싸고 디자인도 너무예쁘고 베스트에 올라와있어서 보자마자 망설임없이 구매했는데 사길 진짜 잘한거같아요!!고고싱에서 처음 구매해보는거라 어떨지 궁금했는데 진짜 예뻐요ㅜㅜ 8천원에 이렇게 예쁜티 사서 너무 좋구 저 바지도 고고싱에서 산건데둘이 같이입기 딱 좋은거같아요 아무데나 잘 어울리고 ㅎㅎ 단점이 있다면 구김이 좀 심하다는거 빼고는 다 괜찮아요! 구김은 물뿌리거나다리미질하면 되니까 괜찮아용! 진짜 예뻐요
akfksrhd**|남방이 너무 부드러워서 깜짝 놀랐어요 디자인도 깔끔하고 완전 제가 좋아하는 스타일!! 길이감도 적당하고 입고 나가니깐 주위 사람들이 이거 어디서 주문 했냐고 하면서 계속 물어봐요 그런데다가 가격이 너무 착해서 진빠 만족!!! 포장도 깔끔하게 하나하나 정성들여서 온것도 좋았어요 ㅎㅎ
syj37**|싼 가격인데 옷의 재질이 정말 좋고 몸에 딱 맞고 편안해요스키니에 이 티만 입어도 예뻐요!!
akfksrhd**|저는 카키색이 가장 마음에 들어서 주문했는데 역시 사진에 나온거랑 완전 똑같아요 진짜 색이 너무 이뻐요 청바지나 검은 바지 어디든지 다 잘어울리고 어디를 가든지 편한하면서도 느낌있게 입을수 있는 옷 인것 갔아요 다른 색들도 다 이쁠것 갔아요 ㅎㅎㅎㅎ
akfksrhd**|택배가 왔어요~~~ 이번에는 좀 많이 시켜서 박스로 택배가 왔네요 ㅎㅎㅎㅎ 11벌 정도 택배가 오고 이번에 사은품으로 기본티가2장더 왔어요 안 그래도 기본티 몇장 살려고 했는데 고고싱은 역시 이벤트도 넘넘 좋아요 >.< 옷 포장도 하나하나 꼼꼼히 어떤 옷인지도 잘 알아 볼수 있게 해 놓아 주시고 열어보고 진짜 좋아어요 사소한것 하나에도 신경써주는거♥♥♥ 두번째 사진에는 트레이닝 복이 안찠혔는데 이거는 입고 있어서 못 찍었어요 ㅜㅠㅜㅠㅠ 근데 트레이닝복 오자마자 봤는데 이렇게 좋은 가격으로 이 옷을 살 수 있나? 라는 생각이들 정도로 너무 좋은거에요 이걸 제가 제 동생한테 선물로 사주는 거였거든요 ㅎㅎ 동생이 완전 좋아하 더라고요 한번씩 옷 선물 해줘야 겠어용 진짜 이 옷 못사신분들은 후회 많이 하실거 갔아요!! 다른 사람들도 보고 옷 진짜 이쁘네 라고 말 하는 사람이 많았거든요 ^^ 진짜 다들 후회 하지 마시고 이 옷 꼭!! 빨리 주문 하시면 좋을것 갔아요 다른 옷들도 입었는데 다 이뻐요 옷이 사진이랑 틀린 모습이 없는것 갔아용 앞으로도 고고싱♥ 많이 많이 이용할것 갔아요 ㅎㅎㅎㅎ
rkdwltn2**|제가 원래 스트라이프 티셔츠를 좋아해서 이런 비슷한 티셔츠가 굉장히 많은데 그 중에서도 이 티셔츠가 제일 이쁜 것 같아요. 흰 티라서 살짝 비치긴하지만 안에 나시를 입으면 되니까 상관없는 것 같아요 ㅎㅎ 살짝 루즈한 느낌이 나서 치마나 바지랑 입을 때 너무 이뻐요 !!
rkdwltn2**|원래 청치마를 너무 갖고싶어서 이번 기회에 <쩌는 스판 헤짐스커트>를 구매하게 되었어요 ㅎㅎ 다른 곳도 알아보니까 거기는 가격이 쫌.. 있던데 고고싱에서는 13800원이길래 한 번 사보자 하는 느낌으로 샀는데 사고 나서 완전 완전 만족했어요 ㅎㅎㅎ 스판이라서 진짜 편하고 색깔도 너무 잘빠졌어요!! 완전 추천 ㅎㅎ!!!
thdus1011**|검은색흰색둘다만족합니다!!예뻐요
thdus1011**|베이지샀는데 진짜이뻐요!!만족해요
thdus1011**|흰색 검은색둘다샀어요!!매우만족합니다
puzini**|입고가지연되서완전오래기다렸다받았어요ㅠ2번째구매인데역시편하고좋아용ㅋㅋ잘입을께용감사합니다:)
phr13**|보자마자 바로 사야겠다고 결심한바지라서 색깔만고민하고 연청으로 바로 샀는데너무좋아요 절대 후회안할거에요!!처음에 노란실인거 못보고 주문했는데 입으니까 티도안나고 너무 예쁘네요!평소에 M입는데 M허리가 많이커요ㅠㅠ그래도 이뻐서 진청도살까싶네요~
akfksrhd**|이 옷은 베이지 색 살까했는데 없어서 화이진트로 샀어요 근데 화이트가 무지 이쁨!! 처음에는 그냥 티셔츠 겠지 했는데 역시 고고싱 원단부터가 틀려요 역시나 입을때 느낌이 너무 좋고 ㅋㅋㅋ 근데 역시 화이트라서 그런지 비침은 약간 있는데 그래도 좋아요
kwonhj07**|슈퍼마리오 티 받자마자 너무 귀엽고 완전 맘에 들었어요!!! 두께도 적당하고 질도 괜찮아서 오래 입을 수 있겠네요~~ 키가 있어서 소매길이도 적당하고 기장도 적절하네요. 어느 옷에나 코디 가능해서 매우 만족스러워요~
kwonhj07**|받자마자 너무 이뻐서 다음날에 바로 입고 나왔어요! 배송도 빨라서 좋았고 근데 약간 마감처리들이 불안하네요. 실밥도 튀어나온 것도 있고, 근데 핏도 괜찮고, 아일렛티 너무 예쁘네여~~
akfksrhd**|저는 카키색을 구매했는데 흰색도 있었으면 구매 했을 거에요 택배를 받고 봤는데 진짜 이쁨!! 카키라고 해서 좀 많이 찐한 색인줄 알고 안사진 분들 후회합니다. 그렇게 찐하지도 않고 이뻐요 ㅎㅎ 여름에도 입을수 있을것 갔아요 지금 날씨에 입으면 완전 좋구용
kwonhj07**|핏도 너무 예쁘고 무엇보다 진짜 편하네요! 역시 고고싱 요즘에 편한 옷이 너무 좋아서 스키니보다 슬랙스를 많이 찾는데 사이즈도 넉넉하게 나오고 맘에 들어요!
dlalswl42**|색상이 이뻐요 조굼 두꺼운거 같지만옷 너무 예뻐용ㅋㅋㅋㅋㅋㅋ티 한번에 왕창 추가 구매 햇습니다.옷도 이쁘고 재질도 참 좋아요 ㅋㅋㅋㅋㅋㅋㅋ티랑 바지랑 이쁜게 너무 많아서 자주 구매합니다할인도 해줘서 너무너무 좋아용 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ!!
dlalswl42**|색상이 너무 이뻐요ㅋ옷 너무 예뻐용ㅋㅋㅋㅋㅋㅋ티 한번에 왕창 추가 구매 햇습니다.옷도 이쁘고 재질도 참 좋아요 ㅋㅋㅋㅋㅋㅋㅋ티랑 바지랑 이쁜게 너무 많아서 자주 구매합니다할인도 해줘서 너무너무 좋아용 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ!!
dlalswl42**|색상이랑 고래그림 너무 이뻐요옷 너무 예뻐용ㅋㅋㅋㅋㅋㅋ티 한번에 왕창 추가 구매 햇습니다.옷도 이쁘고 재질도 참 좋아요 ㅋㅋㅋㅋㅋㅋㅋ티랑 바지랑 이쁜게 너무 많아서 자주 구매합니다할인도 해줘서 너무너무 좋아용 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ!!
dlalswl42**|색상이랑 자수 너무 이뻐요옷 너무 예뻐용ㅋㅋㅋㅋㅋㅋ티 한번에 왕창 추가 구매 햇습니다.옷도 이쁘고 재질도 참 좋아요 ㅋㅋㅋㅋㅋㅋㅋ티랑 바지랑 이쁜게 너무 많아서 자주 구매합니다할인도 해줘서 너무너무 좋아용 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ!!
dlalswl42**|화이트 구매햇숩니다옷 너무 예뻐용ㅋㅋㅋㅋㅋㅋ티 한번에 왕창 추가 구매 햇습니다.옷도 이쁘고 재질도 참 좋아요 ㅋㅋㅋㅋㅋㅋㅋ티랑 바지랑 이쁜게 너무 많아서 자주 구매합니다할인도 해줘서 너무너무 좋아용 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ!!
dlalswl42**|그레이 구매햇숩니다옷 너무 예뻐용ㅋㅋㅋㅋㅋㅋ티 한번에 왕창 추가 구매 햇습니다.옷도 이쁘고 재질도 참 좋아요 ㅋㅋㅋㅋㅋㅋㅋ티랑 바지랑 이쁜게 너무 많아서 자주 구매합니다할인도 해줘서 너무너무 좋아용 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ!!
dlalswl42**|화이트 재구매 했습니당옷 너무 예뻐용ㅋㅋㅋㅋㅋㅋ티 한번에 왕창 추가 구매 햇습니다.옷도 이쁘고 재질도 참 좋아요 ㅋㅋㅋㅋㅋㅋㅋ티랑 바지랑 이쁜게 너무 많아서 자주 구매합니다할인도 해줘서 너무너무 좋아용 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ!!
akfksrhd**|다른 색으로도 사고 싶었는데 저는 검정색 밖에 없어서 그것만 삿어요 ㅜㅠㅠ 근데 이뻐서 2개를 주문했는데 오니깐 완전 이건 진짜 색상 있었으면 다 샀어요 ㅜㅠㅠㅠ 완전 이쁘다 원단도 완전 쫀쫀하고 누가 입어도 와~ 옷 이쁘다 라고 말할수 있는 옷이에요 !!
dlalswl42**|그레이 구매하고 화이트 재구매 했습니당옷 너무 예뻐용ㅋㅋㅋㅋㅋㅋ티 한번에 왕창 추가 구매 햇습니다.옷도 이쁘고 재질도 참 좋아요 ㅋㅋㅋㅋㅋㅋㅋ티랑 바지랑 이쁜게 너무 많아서 자주 구매합니다할인도 해줘서 너무너무 좋아용 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ!!
dlalswl42**|와이드팬츠에 넣어 입으니 이쁘네여옷 너무 예뻐용ㅋㅋㅋㅋㅋㅋ티 한번에 왕창 추가 구매 햇습니다.옷도 이쁘고 재질도 참 좋아요 ㅋㅋㅋㅋㅋㅋㅋ티랑 바지랑 이쁜게 너무 많아서 자주 구매합니다할인도 해줘서 너무너무 좋아용 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ!!
dlalswl42**|검정색이라 더이뻐요옷 너무 예뻐용ㅋㅋㅋㅋㅋㅋ티 한번에 왕창 추가 구매 햇습니다.옷도 이쁘고 재질도 참 좋아요 ㅋㅋㅋㅋㅋㅋㅋ티랑 바지랑 이쁜게 너무 많아서 자주 구매합니다할인도 해줘서 너무너무 좋아용 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ!!
dlalswl42**|재구매 했습니다.옷 너무 예뻐용ㅋㅋㅋㅋㅋㅋ카키색 구매하고 화이트 추가 구매 햇습니다.옷도 이쁘고 재질도 참 좋아요 ㅋㅋㅋㅋㅋㅋ티랑 바지랑 이쁜게 너무 많아서 자주 구매합니다할인도 해줘서 너무너무 좋아용 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ!!
akfksrhd**|이거옷은 완전 추천해요~!! 어디에 입어도 다 잘어울리고 입고 나가면 친구들이 어디서 샀어?? 라고도 물어봐와 그래서 친구들한테 자랑을 좀 많이 했지용 ㅎㅎㅎ 여기서 산 옷은 다 좋은것 갔아용 이쁘고 좋은 옷 앞으로도 많이 많이 올려주세요~!
gongy**|카라 부분이 마음에 들어서 구매 결정을 하게 된 셔츠입니다. 차이나 카라에 목선이 깔끔하게? 곧게? 드러나는 느낌이 좋아서 구매했어요실제로 입어보면 그런 느낌이 안들까봐 조금 걱정하긴했는데 역시나 고고싱 옷은 직접 받아보면 더 예쁜 거 같아요~깔끔하게 떨어지는 카라 부분이 특히 이쁘구요 셔츠 색도 흔한 네이버 컬러가 아니라서 더 좋습니다~앞뒤 길이도 여유있게 길어서 앞뒤 다 넣어입어도 이쁘고, 앞만 넣어입어도 이쁘더라구요~~ 세일할 때 구매해서 더더욱 만족입니당ㅎㅎㅎ
