hanb**|완전 이뻐요!!저거 저렇게 안 매고 옆으로 두 쪽 다 한 쪽으로 매도 이쁘더라구요 ㅠㅠ 핑크 짱!!완전 이쁘요 ㅋ
이쁜이아가씨|대박짱이뻐효 ㅠㅠ대박짱.... ㅠㅠㅠ어제 주문하고 오늘 받아서....집에서....빈둥빈둥 거울보며 착용컷올려요~써클티 별로 안나면서...눈동자 열라 커보임..ㅋㅋㅋㅋㅋ뜨악. ㅠㅠㅠㅠㅠ따로 마스카라 아이라인 안했는데도..엄마랑 언니가.... 눈이 부각되어 보인다고.....이쁘다고 난리가 났어요~ ^ -^고고싱에서 렌즈를 파니..... 너무 좋아요~~ ㅠㅠ고고싱 앞으로도 자주 이용할께요~더욱더 이쁜 렌즈 업뎃해주세요~저 렌즈 매니아 될꺼같아요~ ㅠㅠㅠㅠ
arin**|붐붐숏팬츠!!사진이랑 진짜 똑같아요~ㅎ넘므이뻐성 동생이탐내고잇다능ㅠ..고민하시는분들빨랑사시길ㅎㅎㅎ
thddkfma1**|후기놀러갈려고샀는데 입고가 늦어져서 ㅠㅡㅠㅠㅠ배송은 주문하고 다음주에받았어요ㅠㅠㅠㅠㅡ그래도 약속날짜젅에와서 다행히 입고갔어여요즘같이 더운날에 입으니까 좋아여글고 상품질도 좋은것같고 배쪽에 프린팅도 튼튼한거가태여 ㅋㅋㅋㅋㅋ고민하지말고 사세여
djdkfk**|예뻐요가방진짜 예쁘고ㅋㅋㅋ크기도 진짜크네요여튼 가격도 그렇고 디자인도 그렇고 다 맘에드네요
key4**|으흐흥^^음......배송이 많이(?)는 아니구 쫌 늦 어요..뭐 .... 그것빼고는 다 맘에 들어요 ^^이신발 너무 뽀송뽀송해서 겨울에만 신어야할듯..... 하지만 ㄷㄷ그래도 넘흐 맘에 드는 신발임니당*0*글구 보는것보다 신어서 보는게 더 이쁘담니다글구 사은품으로 비비랑 마스크팩줬는데..완~~전 맘에 들어요!!첫구매치고는 완전성공했어요~앞으로도 저렴하고 세련되고 뷰티한아이템 많이 나왔으면 좋겠네요^^
김해정|매혹적인 그레이(솔찍한후기 ) 일빠 ㅋㅋㅋㅋㅋㅋ안녕하세여첫번쨰후기에여..고고아이 오픈을 기다리며.. 8월 초부터 고고싱 계속 들락 날락 하다가 어제 바로 질렀어요~ 제가 후기 일빠네요 ㅋ포토후기 이벤트하던데 제가 포토후기는 자신이 없어서 패스~제가 첫후기인만큼 다른분들에게 도움되었으면하고 후기올려봅니다.고고아이가격은 일단 옥x 이나 g시장에서 파는 제품보다는 많이 비싸죠,,,싼제품은 눈에 굉장히 안좋다고 하더라구요 ,,눈에 염증도 생기고 중국산도 있어서 심하면 실명도 된다고 하죠? 예전에 티비에서도 나왔구요고고싱은 오래된 사이트인 만큼,, 좋은제품을 판매 할거라는 생각도 했고 믿음도 있어서 기다렸구요바로 오픈하자마자 맘에드는 제품이 있어서 바로 질렀습니다ㅋㅋ이거 일단 착용감은되게 좋아요 만원대부터,, 인공심장에 들어가는 재질로 만들었다는 비싼 제품까지 써봤는데,,,, 비싼 제품과 비교해도 전혀 차이 없을만큼 착용감은 좋은것 같아요제가 렌즈를 오래 착용해서 안구건조증도 있었고 눈이 좀 민감한편이거든요 싼렌즈 끼면,,바로,, 눈빨게져서,, 병원 ㅡㅡ그런데 이건 어쨌든 착용감 좋았구요,, 훌라현상,, 이런건 전혀 없었어요,,배송은,,,, 바로 다음날 받았으니까,, 엄청빨랐구요,,색상은 거의 티가 안나고,,, 밝은곳에 가면 빛을 받아서 은은하게 그레이색을 띄어서 완전이뻐요 ,,눈도 또렷해보이고,, 그래픽 크기도 커서,, 눈도 커보이고요잘쓰고 ^^용돈 모아서 다른제품도 또살께요~~렌즈는 ㅠㅠ 한번쓰면 계속 쓰게 되는것 같아요,,요즘은 안경원에서도 싼거 사면 눈에 탈나더라구요,,,고고아이,, 첫후기는 완전 좋았어요~ps.보내주신,, 바비펫 화장솜이랑 비비랑 팩은 잘쓸께요^^바비펫도 오픈하면 필요한거 있으면 자주 이용하겠습니다 고고싱 화팅~
kczzz**|ㅠㅁㅠ이쁜대 좀많이얇아용
jhs95**|기여워용>,전 뭐 안묻어나고 사이즈도 맞고 신으면 기여워서 조아요!내일 학교 신고 갈건데 애들한테 자랑해야겠어요~ㅎㅎ
sjpark76**|너무너무 좋아요~>진짜 고고싱 사랑하구요 이거 저번에 고고싱 이벤트에서 당첨된 상품인데 집에서 입어보니 넉넉하고도 너무 이뻐서 감동했어용 ㅠㅜ 근데 보니깐 품절이네요 ㅎㅎ;;; 이 상품은 더이상 들어올것 같지는 않지만 여튼 이벤트 당첨기념으로 후기를 써야 할것 같아서 올려보아요~>ㅂ< 고고싱 사랑해요~!
f3e3**|이뻐용색상은화면하고똑같고 면이되게얇네요 ㅋㅋㅋㅋ 빳빳하고전골반이커서 엠삿는데 딱맞아요배송은보통이었어요
chiyak20**|감사합니다정말 감사합니다 제가 급해서 빨리 배송해달라고 염치없이 굴었는데어제 입금한거 오늘 왔어요 와 짱이에요 고고싱 ㅋㅋㅋㅋㅋㅋ그리고 비키니는 ㅋㅋㅋ하아...제가 슴가가 없어요..진짜 착용샷 올리고 싶은데 다리랑 슴가때문에 ㅜㅜ예뻐요 제가 입기엔 약간 애기같긴 하지만 ㅋㅋ모델분이 정말정말 미친듯이 마르신듯 ㅠㅠㅠ부럽..할튼 비키니 예뻐요 시원해 보이구 ㅋㅋㅋㅋ감사합니다 고고싱 번창하세요!
이정은|..........ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ티별로안나구요밖에서 사는것보다 훨신 이뻐요 ㅋㅋㅋ이제부터인터넷에서 렌즈사야겠는걸요?ㅋㅋㅋㅋㅋㅋ
요베비요|좋아요 ~~맨날 그레이만 껴가지고 고양이 눈같아서갈색렌즈 껴보고 싶었는데 완전 다른사람 된듯 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ친구들이 어디서샀냐고 난리났음둥 ㅋㅋㅋㅋㅋㅋ그리고 쿠폰이랑 바비펫 비비크림도 완전 베리굳 ~~~~
단비|ㄴ누누누누누누ㅜㄴ눈이뻐이뻐너무좋아요 눈도 커보이고 친구들도 렌즈 이쁘다고 난리에요>_<ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ끼야햐햫아아햐ㅑ마따! 남친만나러 갈때 끼고갔는데 눈 이쁘다는 소리들었어요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이히히히ㅣ여기서 또 구매해야겟어요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ언니들 앞으로 이쁜 상품 많이 올려주세요♥ 3♥
rlagyt**|조아요 ,,,,처음에 이거 어떻게 입는지 몰랐다가 목 늘어날까봐 걱정,,ㅜㅜ제가 좀 키가 작아서인지 좀 어색하긴 한데 편해요
고고싱팬|만화티상품후기기기기기~~~어제 점심에 주문해서...엄마보러 바로 입금해달라고해서.이번주안에 오면 되겠지라고 생각하고있엇는데,,배송 완전 바로 해주셔서..감사해요 ㅠㅠ엄마가 배송도 빠르고....택배상자도 이쁘고....사은품!!! 화장품 샘플. 비비크림.ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ엄마가 보고 엄마가 쓴다고 그러네요 ㅠㅠ하나 더 넣어주셨으면 별10 개 드리는데 ㅠㅠㅠ만화티셔츠 화이트 구입했는데...완전깔끔하고용~제가 조금 통통한데....넉넉하게 나와서.. 전혀 통통해 보이지 않는데요~ .ㅋㅋㅋ티셔츠 캐릭터들이 개성있어서...ㅋㅋㅋ제가 더 이뻐보여요.ㅋㅋㅋㅋㅋ아아아아~~~ 고고싱 이런 이쁜옷 많이 많이 업뎃해주세용~~!!
rup**|~그냥 그래용 좀 어중간한 길이...?소재가 좀 독특해요
rup**|음...ㅠㅠ흰색밖에 없어서 그냥 샀는데좀 ......가격 그대로 네요우선 세탁하고 입어보면 괜찮을수도..?제가 긴티를 싫어해서그냥 짧으니까 샀기때문에어차피 큰 기대는 없었지만요
rup**|~아직까지는 안 입어 봤지만괜찮을 것 같아요 ㅋㅋ괜찮겠죠 머다른분 후기랑 모델피팅사진보면나쁜진 않는듯
김은미|저두받았어요!!!!!!!!!!!!!!!!!!!!지금 막 택배아저씨한테 받아서 끼고있는데훌라현상있을까봐걱정했는데 ㅠㅠ 전혀없구요!!!!!!!!!!!!!!!!!!!!!!눈이 완전커보인다는 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ너무이뻐요
dbwls40**|후기오자마자 바로 뜯어봤는데위에 사진과 색깔이 다르긴 다르더군요하늘은 보이지도 않았던...저한테 조금은 허리가 컸구요그런데 길이가 길지도 짧지도 않아서 좋았어욯ㅎ그리고 색깔이 좀 그랬지만 이뻤어요! 전체적으로 굿 !
dbwls40**|이뻐요 ㅎ제가 문자해달라고 했거든요그런데 휴대폰 진동이 울리더니 도착했다고 문자가 와서달려나가서 확인햇어요 ㅎ 경비실에 맡겨달라고 했거든요 몰래라서;;빨간색티를 시켰는데요 곤색이 낳을거란 생각도 들구요전체적으론 이쁘긴 이뻤어요 저한테는 아주 쪼끔 길었구요 ㅎ
이유미|래빗 V넥티한마디로 굿 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ배송너무빨라서 깜짝놀랐다능 옷이 너무 이뻐서 놀랐다능
박재범|기대이상 ~제가 원래 컬러렌즈를 좋아해서 모델언니가 낀 사진 보고 샀는데요 ~~~렌즈는 배송도 빠르게 왔구요 ~ 껴보니까 눈도 엄청 커보이고 뭔가 신비로워 보이는게너무 ㅇ ㅖ뻐요 ㄲ ㅑㅑㅑㅑㅑㅑㅑ ~~~~ +ㅁ+
이흔이|굳굳굳굳굳굳굳굳굳굳굳굳굳베리굳맨날 안경점가서 삿지 인터넷으로 처음구매해 보는건데 너무좋아요!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!굳굳 베리 굳 처음엔 정도했엇는데.. 안경점이랑 별다른 차이가 없더라구요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ다음에 또 여기서 구매할게요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
옹호ㅋㅋ|헐역시고고싱 ㅠㅠ저를 실망시키지않아요!!!!!!!!!!!!!!!!!!!모델언니가 너무이쁘게나와서 ㅠㅠ저한테 저런핏이안나오면 어떻게할까고민됏는데진짜 이뻐요 빨ㄹ ㅣ가을신상 마니마니 올려주새요`~~/`
원빈사랑|완소아이템~고고싱감사합니다~♡완전 인터넷으로 살까 말까 고민하다가...친구가 고고싱 고고아이로 오픈한다고해서 들어와서..바로 구입했는데....오늘받자마자... 착용했는데 완전 대박....완전찐한 써클이아니라서~렌즈를 낀지 안끼지 구분이 안가 완전 이뻐염 ㅠㅠㅠㅠㅠㅠ무한 감동 ~작렬. ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ이번주말에 남자친구랑 영화보러가는데...!!!꼭 착용해서. 이쁘게 이쁘게.... 보여야겠어요!!!고고싱감사합니다.ㅋㅋ친구들한테도 많이 홍보할꼐요~ㅋㅋㅋㅋㅋㅋㅋㅋps. 상품후기 적립금 빨리넣어주세용~ ^ ^그럼 하나 더 구입할꼐요.ㅋ키키키키키키
정다은|ㅜㅜㅜㅜㅜㅜㅜㅜㅜ언니 너무이뻐요언니 너무이뻐요 !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!너무 파란색일까봐 걱정했는데 전혀 !!!!!!!!!!!!!은은한파란색이라 제눈에 딱이에요!!!!배송도 빠르고 !!!!별 다섯개드릴꼐요 !!!!!
조한울|ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ어뭐...ㅋㅋㅋ어뭐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ으음...생각보다 훨씬 이뻐요 !!!!!!처음으로 인터넷으로 렌즈샀는데 기대이상이에요 ㅠㅠ엄마한테 허락맡고 하나더살꺼에요 ㅠㅠ꺅ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
김수빈|~부들부들전 진그레이 샀는데요, 아진짜 부들부들하니 참 좋더라구욯ㅎㅎㅎㅎㅎ이거입구 단가라티입으면 너무 이쁜거같애요 ~입을땐 타이트하니 좋은데 약간 기장이 길구요.뭐... 사진처럼 저렇게 약간 올려서 길이 짧게해도 이쁜것같애요 !그리고 벗을때 ㅠㅠ 꽉껴요 ..ㅠㅠㅠㅠ 만세하고 벗어야된다는 ..ㅋ그래도 부들부들해서 맘에 들구요! 꼭 사세요~
김수빈|로비단가라티 후깋ㅎㅎㅎㅎ아 전 이옷이 넘 맘에들었어요 ㅋ-ㅋ원래 네이비 주문할라고 했는데 밑에 따로 얘기해서 올리브색으로 바꿨거든요~확실히 하늘하늘하니 비치긴 하는데 안에 기본 끈나시같은거 입으면 이뻐요.올리브색도 이쁘고 네이비색은 어떠나 궁금하기두 하규......ㅋ쨌든 주문시킨 옷중에서는 이게 제일 맘에 들었어요!!!!!!!!!!!!추천함미당 사려고 망설이시는 분들 얼른 사세요 ㅎ-ㅎ~
김수빈|트윙스티후기~이번에도 고고싱에서 구입했답니닿ㅎㅎㅎㅎㅎ일단 면은 보들보들하니 괜찮았는데 입으면 쫌 늘어날것같더라고요;근데 여름이니 시원하게 잘 입을수있을것 같아요!집에 검정티가 많아서 화이트로 구매했는데 걍 검정살걸그랫나 ㅎ;쨌든 입을만 한것같애요.별세개줍니다!
qh91**|네이비ㅋㅋ음,..생각햇던거보단 별루에여 ㅠ솔직히말하면 색깔좀 달라보이긴 하네용ㅎㅎ 힝생각보다 좀짧고 모델언니같이 핏도 안살구ㅜㅋ그래도 좀 빈티지하고 무난하게 입을수 있겠어용 ㅋㅋㅋ
qh91**|조아용친구꺼랑 가치시킨다고 연핑크랑 핫핑크 시켯는데용,갠적으로 핫핑크가더이뻐요 ㅋㅋ만약!두컬러 중 고민하고 계시다면 전 핫핑크를 추천하고 싶네용><심플한 세련미? ㅋㅋㅋㅋ
alwlsw**|잘받았어요~~이뻐요색깔은 사진이랑 똑같구요제가 딱원했던 색이라 마음에 듭니다 ㅋㅋㅋ그런데 한가지 아쉬운점이 있다면\스판끼가 너무 없다는거 ㅠㅠ키 165에 ㄴ몸무게 50인데보통처럼 26사이즈 샀는데스판기가 너무 없어서 입을때 고생좀했어요ㅋㅎ그래도 맘에들어요
zhdxn**|ㅋㅋㅋ이거꼭읽으세요사기전이신분들!!!!!!!ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ님들 이거 사지마세요 왠만하면 ㅋㅋㅋㅋ사고 왔을땐 너무 이쁘고 귀여웠어요 ㅎㅎㅎ 진짜맘에들고요!!ㅎㅎㅎ근데사고 외출을하려고 신발을 신었는데 편하드라고요기분좋게 나갔는데 ㅋㅋㅋㅋㅋㅋㅋ걸을때마다 걸려요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ걸리는게뭔뜻일지모르실거에여 ㅋㅋ신어보시면 알아여ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅅㅅㅅㅅㅅㅅㅅㅅ슈ㅠㅠㅠㅠㅠ발ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ뭐하자는거ㅋㅋㅋㅋ계속걸려서 넘어질려고함..폼도안남 ㅡㅡㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ돈만아까움 27000원 싼편인데 ㅋㅋㅋㅋㅋㅋ그돈도아까움 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ그리고 신기전날에비왔는데 엠ㅋ창 ㅋㅋㅋㅋ고무다뜯어졌음 어쩔껔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
dmswn3**|나만의 운동화!!넘깜찍해배송이 오기를 너무 설레며 기다린 운동화!!파란색 샀는데 너무 귀여워요 235인데 230샀는데 괜찮고요 발 더 작아보이고 넘 큐트함배송 오고 감동받음 귀여운 양말까지 챙겨주신 센스!!! 역시 고고싱 언니들의 면을 볼수 있었습니다.고고싱 첫 구매인데 앞으로 여기 단골될듯합니다 ㅎㅎ 맘에쏙 들음^.^다른분들도 고민걱정말고 지르삼~~~
apple54**|오...요번 가을에 편하게 입을 옷 찾다가 요걸 발견해서 바~~로 삿죵ㅎㅎ처음에 왓을때 어떡해 입을지 완전 난감햇다능;; 얼굴 넣는부분으로 다리부터넣어야 하더군요..흠흠 입어보니까.........제가 어깨가 넓어서 그닥 핏이 맞지는 않더군요..쳇어깨가 넓은 분은 추천 안할게용~ 그래도 쫙쫙 잘 늘어나더군욧!!가을에 예쁘게 입을게용~^^
clare20**|아이러니 핫팬츠이쁜데 약간 허리가 좀 커서..핏이 엄청 이쁘지는안네요...허리만 작으면 이뻣을텐뎅...아쉬워요 그래두..이뿌요1!!!!!!!!!!!ㅎ잘입을꼐용
clare20**|카이스트티이뽀요!!!!!!그냥 반청바지에다가두 그냥 입을수 잇을것같구짧지않구 약간 긴느낌?그정도예요이뽀요~~ 잘입을꼐용
clare20**|랭글러 카라티좋아요이뻐요깜찍해요편해요역시고고싱
clare20**|3장만냥좋은데 좀 비치고 짧아용................ㅜ.ㅜ그ㅡ래두 잘입을꼐용..
rudwls18**|카롤티 -그레이오오 사진이랑 정말 똑같구요 !!! 그레이 색인데 진짜 안에 비치지도 않구요 득템했어요 ^^그리고 길이가 정말 조아요 >.< 감사합니다 많이 파세요 ^^
qows66**|색깔넘이쁜듯~사람들이다크다길래걱정했었는데S시켰는데저도허리가크더라구요~근데엉덩이에걸쳐져서딱맞았어요~안흘러내리구그대신허리는남긴해요ㅋㅋㅋ글구전바지에아무장식없는거좋아하는데너무만족해요ㅋㅋㅋ색깔도연해서너무좋고요~사실분들은사이즈잘보고사세요~
qows66**|강아지가넘이뻐요ㅋㅋ처음보고심플해서괜찬네했는뎅강아지가숨어있었더라구요~모델분머리에가려서안보였는뎅완전기여워서질렀어요~왔는데강아지완전기여워요ㅋㅋㅋㅋ티랑잘어울려요ㅋㅋㅋ저는머리가짧아서강아지가들어나있어서좋더라구요~너무만족합니당~
