tndds**|진짜 완전 쫀쫀 그자체구요 그냥 옷만 펼쳐놓고보면 이게 어떻게 들어가나 싶을정도로 작아보이는데 또 들어가요 발목까지 완전 쫀쫀해요 허리도 완전 쫀쫀
hyoz**|ㅠㅠ헐 사진 첨부하려고 했는데 핸드폰이 먹통이라 첨부가 안되네요 일단 배송이 너무 빠르고 친절하셔서 좋았어요~정말 여기저기 안 본 쇼핑몰이 없는데 항상 오프라인으로 옷을 구매하다가 온라인 쇼핑몰을 처음 이용해본건데 고고싱 자주 이용해야겠어요~ 제가 여자치고는 조금 큰 키인데 너무 짧지도 않고 길지도 않게 잘 나온거같구 팔이 길다는 분들 계시는데 저는 팔 길이도 딱 맞고 좋았어요! 냄새나 구겨짐도 심하진 않아서 오자마자 옷걸이에 걸어두니까 냄새도 금방 빠지고 핏도 딱 달라붙는거 원하시는 분들한텐 조금 마음에 안드실 수도 있어요! 저는 펑퍼짐한 핏을 원해서 프리로 산건데 딱 원하는 핏으로 잘나와서 너무 좋았어요 또 쇼핑하러 들어온건데 리뷰 쓰고 가요 다음엔 사진도 첨부할게요 감사합니다♥
pool10**|꽃블라 사고 싶어서 여기 저기 보다가...고고싱에 가격도 저렴하고 이쁜게 눈이 띠어서 바로 구매 완료배송도 빠르고 재질도 좋아요.자주 자주 꺼내 입을 듯요
pool10**|블랙으로 구매했구요.청바지 27 사이즈 입는데... 미듐 구매 했어요. 잘 맞아요... 키가 있는 편인데 기장도 좋고요.
pool10**|잘 받았습니다. 아무데나 잘 어울리고... 편하게 입기 좋아요.청바지를 자주 입는 편인데... 코디하기 좋으네요요즘같이 날이 아침저녁으로 쌀랑할때 유용해요
gywo09**|어느옷이나잘어울리고 특히원피스에입으니까 정말이쁜거같네용 색깔별로있으면 좋을거같아요 색상도이쁘고 굿이네용
gywo09**|어느옷이나잘어울리고 특히원피스에입으니까 정말이쁜거같네용 색깔별로있으면 좋을거같아요 색상도이쁘고 굿이네요
gywo09**|원피스랑같이입어보았는데 핏도이쁘고 괜찮네요 다음엔 다른색상으로몇개구매해야겟어요 옷자체가 너무마음에드네여
gywo09**|너무맘에들어요 핏도이뿌고! 이쁘게입을게용! 지금입기에약간추운감도있지만 날씨좀 풀릴때입으면 딱일거같아요
eunchan61**|오버핏이라고 하셨는데 제가 왠만한건 다 거의 딱맞는편인데 정말 엄청 많이 남는정도였어요 매치할옷이 없어서 착샷은 못찍었지만 ㅜㅜㅜㅜ 그래도 저렴하게 사서 다행인거같아여 ㅎㅎㅎㅎ
dlwldms08**|M사이즈 시켜서 처음에 받아보고 놀랬어요...너무 작아보여서..근데 역시 스판이다보니 쭉쭉 늘어나더라구여!!!!엄청 좋네요!!!><
dlwldms08**|하늘하늘해서 이뻤어요~ 여름에 입어도 시원할정도???근데 맨첨에 받고 어디가 앞인지 어디가 뒤인지 헷갈렸지만그래도 가격대비 만족입니다!!!!ㅋㅋㅋㅋㅋ
jdy72**|품이나 색깔 모두 예쁘고 좋아요!!근데 아쉬운게 자꾸 노란색 보플같은데 떨어져요ㅠㅠ새옷이라 그런것같긴한데 안에 검정티를 입고 맨투맨를 위에 입엇더니 벗고나니깐 검정티에 노란색보푸라기들이 엄청 붙어잇거라구요ㅠㅠ
dmstj03**|진짜 잘늘어나고 좋긴 좋은데  팔길이도 짧고전체 길이도 좀 짧은거 같아서ㅜㅠ그게좀 아쉬웠어요ㅜㅠ그래도 나름 무난무난해서 잘입고다닐거 같아용ㅎ
dmstj03**|가격대비 치고든 굉장히  좋은거같긴한데 안에 속바지가따로 없어서 좀 아쉬웠어요ㅜㅜㅠ있었으면 진짜 완벽했을거같긴한뎅ㅜㅠ그래도 진짜 이뿌긴이뻐요
dmstj03**|진짜 봄에 딱 어울리는 색상이에요ㅜㅠ아쉬운건 배송이 좀 느렸고잘늘어나지만 진짜 이뻐요ㅜㅠ그리고 66사이즈이신 분들도 넉넉하게 잘 맞을거 같아용!ㅎㅎ
ksher1**|길이가 짧을까 고민했었는데 길이도 적당하고 폭도 적당하고 봄가을에 입으면 좋은 두깨 갑입니다 잘 구매를 한거 같아요 잘입겠습니다!!
seon12**|사이즈 M으로 시켰는데 딱 스판끼가 있어서 입기 편하고 좋았구요 키가 있어서 그런지 밑단이 조금 짧더라구요 근데 이게 다시 늘려 입을 수가 있어서 괜찮은거 같아요 !!!!
seon12**|이거 너무 이뻐요 박시한 느낌에 후드도 달려있어서 뭔가 딱 봄봄느낌이 너무나서 좋은거 같아요~~~~~~~베이지 사길 잘한거 같아요~
seon12**|기본티가 필요해서 산건데요.. 검정색이라서 역시 어디에서 딱 하나 입어도 좋은 기본템이죠 엄청 갠찮습니다~ 이제 봄이오니 딱 껴입기 좋아요!!!!
seon12**|색상이 사진과 조금 다르지만 박시해서 이쁘네요!!!!가격이 만큼 품질도 좋아요~ 다음에도 이런 옷 있으면 다시 구매할 생각입니다.
rlgp24**|옷 을 한 10일 기다렸다가 받은거같아요 그런데 받자마자 기다린걸 다 잊게하는 ,,? 옷 되게 이뻐요 !!!! 하늘하늘해서 봄에입기 좋아여 구김 배송만 빼면 완벽한 ,,, 옷이에용 다른거랑 카키랑 고민하다가 카키로 했는데 카키로 하길 잘한거같아요 !
104241010**|진짜 베이비 핑크 핑쿠한 색상이에요은은한 핑크라서 더 여성스러워 보이고목부분도 이뻐서 많이 꾸미지 않아도 더 여자여자해 보여요고민 중이시라면 진짜 후회하지 않으실 거 같아요청바지랑 입어도 이쁠 거 같아요!
noeul**|정사이즈긴한데 저같이 발볼 넓으신 분들은 한사이즈 크게 사는걸 추천해요 ㅠㅠ 오늘 발 뒤꿈치 다 까지긴 했지만 그래도 쿠션좋고 좋아요~~~
jjn02**|제가 현재 살이쪄서 26사이즈시키면 맞을까 고민하고샀는데 다행히 일자라서 넉넉하게남아서 움직이거나 앉을때도편해서 좋은것같아요!
ljh16**|정말 이거 남자한테도 넉넉해서 오빠랑 커플룩으로 입을려고 다시 하나 더 주문했어요.!!얇아서 봄에 입기 딱 좋고 아니면 안에 입어도 충분해요
kimhsn**|길이도 적당하고 이뻐요 다른후기들처럼 뒤에가 뜨네요 길이도 적당하고 M 치고는 조금 작은거같아오~ 저는 s입으면작고 m입으면 큰데 이거는 살짝여유로워서 옷넣어입기 편한거같아요!
iioz7**|진~짜 진~짜 진~짜 너무너무 마음에 드는 옷 !ㅡ!올 봄옷으로 산 모든 옷들 중 가장 마음에 들어요 ㅋㅋㅋㅋㅋ딱 원하던 스타일에 원하던 핏 b(엄지척) !!!!!!!!너무 덩치 커보이지도 않고 딱 적당히 아방한 핏인 것 같아요너무 예뻐요.. 가디건으로 걸쳐 입어도 예쁘고그냥 단독으로 입어도 너무 예뻐요지금은 날씨가 왔다리갔다리 해서 추워서 단독으로 입기는 좀 그렇지만낮에 해 짱짱할 때나 앞으로 날 완전히 풀리면정말 자주 입고 다닐 거 같아요! 넘 예뻐요 ㅠㅅㅠ 완전 마음에 듭니다그레이 색상이 있었다면 너무 좋았을 것 같아요 ㅠㅠ.. 아쉽..
kimhsn**|이뻐요 흰치마에도 이쁘지만 검은색 치마에 입어도 이쁜거같아요 조금 화려한거 같지만 촌스러운거 같진 않네요~ 소재도 괜찮은거같아요
kimhsn**|다른 후기들처럼 크기는 크네여.. 안에 두껍게입고 입으면 좀 통통해보여요 나름 두께도 있어서 괜찮은거같아요 길이가 딱 생각한 길이라서 만족스러워요 팔은 한번접는게 더나은거같아요
shinh**|블랙이랑 화이트 고민하다가 블랙사야지 했는데품절이라서 화이트 샀어요ㅎㅎ일단 저는 두컬러 다 맘에 들었기때문에 화이트도 만족!생각한것보다 소매는 더 넓구요 총기장도 저한테는 롱한 느낌이에요근데 입었을때 진짜 여리여리하면서 떨어지는 핏이 여성스러워서너무너무 이뻐요ㅠㅠㅠㅠ완연한 봄이 오면 딱 잘어울릴거 같은ㅎㅎ
shinh**|키가작아서 천국바지 155버전 샀었는데너무 편하게 잘입고 다녀서 슬렉스도 사봤어요!우선 기장은 딱 제 발목까지와요 두번정도 접어서 입기는 하는데 조금 더 짧아도 좋을거같아요 제가 키가 많이 작은탓이죠...슬렉스지만 진짜 편해요 핏도 이쁘구용다만 구김이 잘 생겨서 다리고 입어야할거같아요ㅎ
sophie56**|우와  ㅜㅜㅜㅜ진짜 고고싱에서 처음사본건데 너무예뻐요... 사진이 진짜 못나왔네용 ㅜㅜㅜ사랑해요♥♥♥ 제키가 작은편도아니고 후기에 150대 분들이 딱좋다고 하셔서 길이걱정 엄청했는데 짱좋아요 !!  짧지도 않고 완전 마음에 들어요ㅠㅠㅠ소재가 되게 얇고 비침이 있긴해서 안에 뭘 입긴 해야겠지만 예쁜건진짜 짱 !!! 촌스럽지도 않아요 정말 ♥♥♥ 비침도 그렇게 심한게 아니라서 크게 신경은 안써도 될거같아용 ^0^
shinh**|밝은 핑크색 니트를 갖고싶어서 찾다가 디자인도 이쁘길래 구매했어요!우선 색상은 거의 화면이랑 비슷하구요개인적으로 넥라인이 제일 맘에 들어요!아이보리색도 있으면 좋았을텐데ㅜㅜ날씨 더 풀리면 자주 입을거 같아요ㅎㅎ 기장도 적당히 길어용
jjyjy**|배송 진짜 빨라요!! 일요일날 주문했는데 화요일날 도착했어요! 그리고 옷은 생각보다 커서 딱 제가 원하는 사이즈여서 맘에 들어요ㅎㅎㅎ
wjddpqls59**|요새 롱스커트가 너무 이뻐서 꽂혔었는데 장바구니에 담아놓기만 하다가 드디어 샀어요ㅠㅠ 키작아서 걱정했는데 막 그리 길지 않아서 좋은것같네요!!
comq**|오트밀이 생각보다 분홍빛을 띄어서 분홍색인줄알았는데 핑크 착용사진보다는 연해서 분홍빛도는 오트밀이구나 했습니다! 핏도 무난하고 암홀도 만족! 적당해요!
wjddpqls59**|평소에 여성여성한 옷을 잘 안입어서 이번 벚꽃놀이때 입어보려고 도전했는데 너무 이쁘네요ㅠㅠ 친구한테 보여주니까 완전 이쁘다고 다음에 빌려달래요!
wjddpqls59**|벚꽃놀이 갈때 입으려고 샀는데 생각보다 훨씬 이뻐서 놀랬어요ㅠㅠ 요새 오링에 빠져있는데 너무 잘산것 같아요 놀러갈때마다 입을것같네요!
janem**|다리가 두꺼워서 진하고 어두운 색 바지를 선호하는데 딱 원하는 진청이라서 만족스러웠어요!M샀는데 그렇게 타이트하진 않았고 오히려 넉넉했어요.처음에 물이 좀 빠져서 걱정했는데한번 빠니까 물도 안빠지고 조금 더 타이트해져서 만족스럽네요ㅎㅎ 색이 이뻐서 추천합니다!
lsg12**|롱스커트 처음 도전하는데 딱보고 반했어요!친구도 이쁘다고 같이입자네요코디보고 니트도 같은걸로 질렀다는..다른니트들은 다.안어울렸음ㅜㅜ봄에.입기좋을거같아용 고고싱 옷 볼매같아...
janem**|부들부들하고 쫀쫀한 스타킹입니다. 편하고 적당히 두툼해서 아직 추울때 입으면 좋을거 같아요.쟁여놓고 스커트랑 입으려고요ㅎㅎ
jua23**|옷완전여성여성해요 받는데 2주정도걸린거같은데 만족합니당 손목이 커프스?같은데 그게더 여성스러움을 보여주는거 같아요 옷완전이뻐여 리본이쁘게매는법을 알아봐아겠어요
rein14**|사이즈가 작게 나온것 같아요!25입는데 엄청 딱맞네요~! 그리고 기장이 짧은편이에요!봄봄하게 입을 수 있을것 같아요:)
swk050**|배송 진짜 빨리온거 놀랐구욥 일단 사기전에 다른분들 후기보고 샀는데 대강 다 벙벙하구 엉덩이 덮는분도 계시구 그래서 샀어요! 벙벙한건 사실이구 저는 키가 172이라 엉덩이는 안덮지만 이쁘긴 이쁘더라구요ㅎㅎㅎ 괜찮은거같아요 :) 핏은 이뻐요!
sangji**|고고싱에서 원피스는 처음사보는데 처음산것치고는 잘산것같아요 원피스는 항상 길이가짧아서 고민이였눈데 이건 길이도 나름 길고 하늘하늘한게 봄에입긷좋은것같아요
sangji**|저는 카키색을 샀는데 이게 왜 1위인지 알겠더라구요 소재도 부드럽고 길이도 적당하고 옷이 무겁지않아서 좋아요!! 카키색샀는데 검은색도 고민중이에요
sangji**|트렌치코트는 처음사봤는데 정말 잘산것같아요 길이감도 적당하고 두께도 너무 얇지않아서 지금날씨에 입기 딱 좋아요!!!!
gkdbs02**|포토후기 1등!!(이제 안하나요,,) 배기바지 사고싶었는데 이번기회에 사게 되었어요. 원래 배기가 그런지 모르겠는데 스판이 전혀없어서 무릎이 안굽혀져요..ㅠㅠㅠㅠ근데 핏은 또 이쁨,,후.. 색깔도 이쁘고! 아그리고 단추구멍이 작아서 셀프로 찢어야 할듯 해요 잘입을게요!
kde3**|진짜예뻐요!! 색갈도 너무 예쁘고 남방이랑 입어도 너무 잘어울려요! 사이즈가 약간크기는하지만 그래도 입고다니기에는 지장이없어요
py25**|봄이라 예쁜 니트를 찾는 중에 발견했어요. 완전 예쁜색이고 모델샷이랑 똑같아요.약간 루즈핏이구요 좀 얇아요.그리고 목부분은 그냥 커팅된건데 고개숙이면 안이 다 보일 것 같아요.
py25**|평소 고고싱 바지는 m이나 l로 입는 편인데 이 치마는 허리가 널널해요.치마가 얇은데 엄청 쫀쫀하고 잘 늘어나서 좋습니다.디자인도 너무 예뻐요~ 완전 추천해욧
spi12**|딱 맞았어요!! 넘 예뻐용~!! 블러우스가 붙어 있으니까 편하게 입을 수 있구요, 색깔도 이뻤어요~! 봄의 딱 맞는 원피스입니당!!
dmswl87**|이뻐요 ♡ 키 160인데 길이 딱 이쁘게맞아용하얀색도 사거싶은데 용기가없오서 검졍색삿어영 ㅜㅜ살빼구 흰색도 도전해볼께용
gkdus29**|ㅠㅠ.. 저도 되게 말랐다고 하는 편인데 이거는 좀 너무 작더라고요.. 말르신 분들도 m사이즈 사시는 것을 추천할게요 ㅎ ~
45576121**|퀄리티 가격에 비해 좋고요 싼티 안납니다그리고 사진이랑 똑같구요 상당히 박시해요~그래서 저같이 몸무게 좀 나가는 분들은 잘못입으면 거구처럼 보일 수 있긴한데..상체비만이신분은 자연스럽게 체형커버 할수있을거 같아요 저는 하체비만이라 ㅠㅠ 암튼 디자인이나 제질은 맘에 듭니다
gkdus29**|저는 네이비 샀는데요 ㅠ 리본은 어떡해 매냐에따라 느낌도 되게 달라져서 어떡해 매냐에따라 되게 다른 옷같더라고요 ㅎㅎ 네이비넘 이뻐서 만족중 ~
gkdus29**|이거는 진짜.. 가격대비 가성비 대비 너무 좋아요 옷질이 너무 좋고요 ㅋ~.. 고고싱 블라우스로 실망한적은 없는데 이번꺼는 진ㄴ짜 좋아요
gkdus29**|이거는 어디에 입어도 이뻐요 ㅎㅎ ~ 길이도 길고 하지만 허리가 큰게 살짝 흠이라 지금 줄일 생각하고 있어요 ㅎㅎ ~ ^^ 이쁘니까 여러분도 사세요
gkdus29**|저는 골지티 같이 생각해서 되게 붙을줄알았는데 생각보다 허리쪽은 남더라고요 ㅎㅎ 그래도 베이직하게 봄에 입기 좋은 상품인거같아요 ㅎㅎ
gkdus29**|이거는 진짜 기본템 ㅎㅎ 누구나 있으면 좋지요 ㅎㅎ 후드에 받쳐 입기도 좋고 그냥 멜빵치마에도 전 아무 매치잘시키 다닙답니다 ㅎㅎ
gkdus29**|이거는 처음 받았을때는 너무 주름져서 좀 그랬는데 ㅎㅎ 주름이 좀 펴지면 괜찮아요 그리고 팬티 라인 보이는지도 잘 모르곘어요~ 전 너무 좋아요 가격도 저렴하고 ㅎㅎ
gkdus29**|이거 너무 이뻐요 ㅎㅎ 사이즈도 안크고 ^^ 이쁘게 입을 수 있는 템이랍니다 ~^^ 하지만 안에 그 검은 티는 따로 입어야하는 거랍니다 ㅎㅎ
rkfka09**|올라오자마자 이건 사야해!하고 장바구니 넣어놨었는데 품절되는바람에 뒤늦게 구매했습니다ㅜㅜ 사진이랑 비슷하게 너무 예쁜것같아요..♡ 단추부분이 특이한데 뻑뻑하다거나 그런거없이 잘 끼웠다 뺐다 할수있어서 좋았어요. 소매 배색이라던지 목쪽 레이스라던지 전부 예쁩니다ㅜ!
shelter1**|주머니있는곳이 허접해서 놀람ㅅ고..... 단추는 아예 처음부터 하나 떼져서 왔어여.....ㅠㅠㅠㅠㅠㅠ 교환하기 귀찮아서 그냥 입는데 다음에는 잘 검수해서 보내주세여 고고싱... 저 이거 후기 남기고 흑청으로 하나 더 이거 살껀데 그건 제발 검수잘된걸로 보내주세염....
bob30**|키 155인데 거의발목까지 와요!이 사진 허리밴딩으로 올리거구 조절가능해요 고급스러운 원피스하나 갖고싶었는데 완전 좋아요♡팔이 통통해서 걱정했는데 옷이 늘어나는 소재가 아니면서도 적당해요! 그래도 키 작으시면 중간원피스 사시는걸 더 추천할게요♡
