wjdtjs2**|친구 선물용 으로 샀는데 무난하게 하고 다니기도 좋고 좋아요 다만 목도리 끝에 메이드인 있어서 조금 아쉬워요 그것 말고는 좋아요!
hyunseul5**|포토후기 3등!!!!!저는 엄청 만족해요 색다른 아우터라서 엄청 산뜻하고 귀엽네요 ㅎㅎㅎ이너로 포인트 될만한 셔츠입고 입어도 여대생 새내기처럼 입을 수 있는 거같아요 ㅎㅎㅎㅎ저는 엄청 만족합니다 ㅎㅎㅎ이쁜옷 더 만들어주세요 ㅎㅎㅎㅎ
lhe**|처음에왔을때 이게뭐지...? 이래서 너무마음에안들어서 반품할려다가 시내가야돼서 입고밖에나갔는데 진짜너무예쁜거예요ㅜㅜㅜ옆못습이랑앞모습도모델처럼박시하고 니트하나입고이거입었는데 좀추웠는데 안에속티랑 밖에후리스같은거입고가면 한겨울까지입울수잇을것같고 진짜 이쁘고 완전잘산것같은데 배송은주말끼고6일만에왔어요 맨날 배송추적하고 욕하고했는데 아무데도갈일없고 쿠폰4000넌지급해서 괜찮았구 2번입었는데 팔에보풀이쩔어요 ㅋ 근데멀리서보면안보입니당~!사는거추천할꼐요!!ㅎㅎㅎ
tjsghk9**|3등 포토후기 남깁니다!일단 배송이 굉장히 빨라서 마음에 들어요ㅎㅎ색상이 사진으로 잘 안나왔지만, 모델분이 입고 찍으신 사진이랑 동일합니다. 두께감도 있어서 따뜻한거 같아요!약간 아쉬운 점은 두께감 때문인지 약간 부해보일 수 있다고 생각이 들고, 특히 팔 부분이 좀더 오버핏 인거 같아요ㅎ..그래도 만족합니당! 세일기간에 구매해서 저렴하게 구매했어요~
youhwa9**|실물이 훨씬 이쁜 원피스에요 언니주려고샀는데 앙증맞고 귀여웡요 ㅋㅋㅋㅋㅋ 싼맛에 긴가민가하고산건데 잘산거같아요 ㅋㅋㅋㅋ 기모여서 겨울에입기에도 딱 좋고 뷔스티에라 깜찍..ㅋㅋㅋ 많이파세여 ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
jmk46**|레이어드용 폴라니트 찾고 있었는데 다 얇고 가격도 비싸서 못사고 있었어요!!! 그런데 고고싱에서 3500원에 레이어드용 폴라니트가 있는데다가 너무 얇지도 두껍지도 않아서 마음에 들었어요~ 너무 마음에 들어서 3색상이나 사버렸어요!! 아직 한색상은 배송되지 않았지만 예쁠거라고 생각해요! 모델언니 착용샷처럼 브이넥니트에 입어도 예쁘고 후드티에 입어도 예쁘네요 잘입을게요 감사합니당!!!
youhwa9**|리뷰가 없어서 살까말까고민했지만 언니 사주려구시켰어요 ㅎㅎㅎㅎ근데실물보니 훨 귀엽고 이쁜거같아여 재질도 좋고 세일해서 산거치곤 넘 좋은거같습니당 원피스랑 입으면 딱 좋은거같아용 ㅎㅎㅎㅎ싸니까 고민마시구 사세여 ㅎㅎㅎㅎㅎㅎ
youhwa9**|무스탕재질의 옷은 처음입어보는데 귀여운거같아여 다른분들이 입은사진에선 별로안커보였는데 제가 입으니 살짝큰거같기도해여..그래도 귀여운맛에 입어요 근데 주머니에 손넣으니까 손끝네 물이들어요ㅠㅠㅠㅠㅠ 싼맛에입지만 아쉬운점이네여 ㅜ
pey2**|팔이랑 은 다 잘 맞는데 기장이조금 짧은것같고 앞뒤가 길이가 조금 다르네요 ㅋㅋ일반후리스 재질과는 조금 다른것같아요얇긴한데 겉옷으로 입을꺼아니고 속에입을꺼라 전 얇아서 맘에들어요겉옷으로 요것만입으실분은 조금추우실것같아요
dhfo**|이건 그레이가 예쁜데.. 라고 생각했는데 검정도 나쁘진 않았어요. 유딩떄부터 폴라티는 싫어했는데 혹시나 하고 샀지만 역시나 지금도 별로에욬ㅋ큐ㅠㅠㅠㅠㅠㅠ근데 옷은 생각보다 예쁜 편이고 목 폴라 덕에 더 따듯해요. 따듯한거로는 짱이지만 저처럼 폴라 싫어하거나 답답하고 갑갑한거 싫어하시는 분들은 예쁜 옷 많으니까 다른거 사세요.
youhwa9**|쇼핑몰에서산바지중 최고좋은거같아요 ㅋㅋㅋ허리랑 다리랑 딱맞고 색깔도 이쁘고ㅜㅜ 겨울에입기엔 좀 추울거같지만ㅋㅋㅋㅋ 너무너무이뻐요~~ 쫀쫀하고 ㅎㅎ 잘입겠습니다 ㅋㅋㅋㅋ다른바지도시켜야겠어유~~~~~~~~~~
pey2**|귀염터져요 ㅋㅋㅋㅋㅋ앞에 주머니도 넓고 좋고따숩고 그런데 냄새가 좀 나고 안에 기모부분에서 털이 넘청빠져요 ㅠㅠ그거빼면 따뜻하고 편하고 그래요두세번빨았더니 냄새는 삐졌는데 털이자꾸묻어나와서 그거빼면 만족해요 ㅋㅋ가격도 제품두요
alswl91**|진짜 이뻐요 ㅎㅎ 결제전까지도 카키살까 블랙살까 고민하다가 검은색 코트가 없어서 블랙으로 구매했어요ㅎㅎ 사진이랑 똑같구요 생각보다 두꺼워서 놀랐어요 이가격에 이런제품을 !! 싸게 이쁜옷 구입하게 되서 너무좋고 제키에는 무릎까지와요 참고하시고 구매하세요!!
dhfo**|이 사진의 제목은 단추가 들어가 있어요/ 방주제도 있네요! 입니다ㅏㅏㅏ. 추워서 얼어죽는다... 시베리아 추위에 얼어죽겠다! 하시면 추운 날에 가볍게 입고 걸치면 많이 추울거 같아요. 봄이나 겨울에 걸치고 다니면 좋을거 같아요. 그렇다고 해서 막 추운건 아니에요! 다른 겉옷들에 비해 간단한 느낌이 드는 옷이에요.
pey2**|이거너무 저렴하고 너무 가볍고 따숩고 이뻐요ㅠㅠ너무저렴해서 살까말까 고민했는데 부담되는 가격 아니라서같이구매했는데 이조끼가 제일 맘에들어요 ㅋㅋㅋㅋㅋ동생도 탐나해서 하나 사주려구요아무옷에나 잘어울리고 산옷중 제일 맘에들어요
pey2**|엄청싸게삿는데 엄청맘에들어요 ㅋㅋㅋㅋㅋ쫀쫀하고 편하고 배까지올라와서 엄청편해요키가작아서 그런지 조금 길고 사이즈가 쪼꼼 크게나왔나봐요 조금널널해용박음질 연두색이라고 해서 살짝걱정했는데 저는 별로 티나는것같진않아서 맘에들어요
alswl91**|예전에 한번사고 이번에 또다시 구입한거에요ㅎㅎ 예전이나 이번이나 바지 너무좋아요 정사이즈로 모두 구매하시면 될거같고 나중에 다른색도 꼭 구매할려구요!! 고민하시는 분들 구매하시면 후회하지 않을거 같아요ㅎㅎ 이쁘게 입을게요 ㅎㅎ
yeongyun**|니트가 재고가 없어서 늦게 왔는데저렴한 가격에도 불구하고사과 문자랑 쿠폰 사은품 등등 기분좋은 처리에 넘나 감동했어요. 덕분에 고고싱 이미지가 정말 좋아진듯해요 ㅎㅎ상품은 정말 예쁘구요  기본으로 산거라 어디에 입어도 다 잘 받쳐입을 수 있어요.
wm1du**|아 진짜너무좋아요ㅠㅠ 사은품도♥ 배송도♥♥♥진짜내가딱원하던가디건!!!! 엉덩이반가리구 약간펑퍼짐한데 원래 그렇게입는거좋아해서 너무맘에들어요 ㅎㅎ 색깔도 완전그레이아니고 약간하늘색그레이 섞인뭐그런?ㅋㅋㅋ여튼이뻐요  포인트써서 20000원에구매했는데 좋네요)♥♥♥가격대비짱!!
zaks27**|반전!! 완전 두툼하고 너무나 따듯한 외투지퍼로 올리기 귀찮을때면 가끔은 지퍼가 아닌 떡볶이(?)단추로 잠궈주는 센스로~~따땃하게 입고 다닐수 있는 것 같아 좋을것 같네용~~편안하게 외투를 입고 다닐수 있을 것 같아서 구매했는데 좋은 것 같아요~
alwn**|너무너무길어서 깜짝놀랐어요!! 제 키가 158인데 이거 입고 걸으면 발이 안보여욬ㅋㅋㅋㅋㅋㅋㅋ굽이 있는 신발을 신고 입어야겠어요 그리고 생각보다는 얇아서 놀랐는데 평소에 베이지색 롱코트를 너무너무 갖고싶어했는데 쇼핑몰 계속찾다가 포기했는데 고고싱에 있어서 바로 구매해버렸습니다 ㅎㅎ길긴하지만 만족스러워용ㅎㅎ
kkona08**|색이 너무 이뻐요ㅎㅎㅎ핑크색상이라 너무 쨍하면 어쩌나 햇는데 딱 알맞은 인디핑크 색상이구여차분하고 여성스러워 보여용ㅎㅎ목부분도 이쁜데 다만 등쪽 실이 하나가 늘어나있네요ㅠㅠ막 티날 정도는 아니여서 그냥 입으려구요ㅜㅜ흑흑어쨋든 이쁘게 입을게요
psh68**|진청이있었다면 진청흑청다사고싶었는데 진청이 품절되서너무아쉽네요ㅠㅠ관리자님 재입고가안된다고하셨지만 혹시나혹시나된다면 문자라도보내주시면안될까요..너무가지고싶어서요..  너무짧지않고 디자인과핏이정말이쁩니다!!무엇보다도가격도저렴하구요ㅎㅎ 허리가쬐금남지만 니트나셔츠등안에넣어서입으면 딱맞고예뻐요!!!
wjddbwls**|이거 사실 약간실망이에요ㅠㅠㅠ잔짜예쁘긴예쁜데!!!!입으면 옷이 부해보이게 재질이 잡혀있어요ㅠㅠㅠ진짜 가격도 세일해서 엄청 좋긴한데 안입을거같아요ㅠ입을려면 마른사람이 입을때가 예뻐보일거같아요안그래도 덩치있는데 덩치있는사람이 입으면 더 부해보일걱ㅌ아요
zaks27**|우와~겨울에 따뜻하게 입고 다닐 수 있는 것 같아 좋은 것 같아요~두께도 의외로 두툼하구, 길이도 길어서 좋지만 팔길이는 좀..짧은 느낌이 있어서 아쉽운 점이 있다.박시코드라서 크게 입고다닐수 있어서 편하기두 하다.겨울에 코트로 코디할수 있어서 좋은것같아요~
alwn**|제가 꼼꼼하게 못봐서 그런가 리본이 옷에 붙어있는지 몰라서 첨에는 당황스러웠는데 그래도 예뻐서 좋았어요!! 입어보니까 스판이 아예없어서 입고 벗는데 화장한 상태면 조금 불편할수도있다는 생각이들어요ㅎㅎ그리고 소매도 살짝 짧아서 아쉬웠어요ㅠ 제가 팔이 긴건가요ㅎㅎ 무튼 니트나 원피스랑 같이입어도 예쁠거같아서 샀는데 만족스러워용♥︎
dhfo**|친구랑 북한 인민군 이라면서 놀면서 찍었습니다. 옷은 따듯하고 예쁜데 저렇게 장난스럽게 입어서 그렇지 예쁘니까 다들 하나쯤 사서 겨울에 입고 다니셔도 좋을거 같아요. ㅋ.ㅋ.ㅋ.ㅋ 저따구로 걍 코디안하고 입어서 그렇지 제대로 입으면 많이 예쁜 옷이에요.
yesi04**|사진이좀 싸구려같이나왔느데 실물진짜이버요!! 생각보다 따뜻하지는않은데 안에 이너아우터입고입으면 될거같아요 그리고 팔잌ㅋㅋㅋㅍ너무큰데 오히려 더귀여워보이는듯!!
kbsj35**|이 니트 좋아서 5개나 샀습니당!그 중에서 연카키색이 예쁘더라구용 ㅎㅎ무난하게 코트 안에 입을 수 있는 니트입니다!제가 원하던 니트를 사게 되어서 기쁘고이건 정말 고고싱의 인생니트가 될 거 같아용ㅎㅎ감사합니다! 많이많이 파세용~~~
psh68**|정말저렴하게 이쁜베이지색니트샀어요색상은 사진보단조금 더짙은느낌이에요 ㅎㅎ이가격에 좋은니트사서 기분이좋아요또 배송이조금늦었다고 클렌징티슈도보내주시고정말ㅠㅠ만족만족입니다!우연히알게된 쇼핑몰인데애용하게될것같네요!!
yeongyun**|평소 230 신는데 신발이 좀 크게 나온것 같아요신발끈 꽉조이면 괜찮을 것 같아요~~~발바닥 닿는부분에 본드 흘린? 자국이 있는데뭐 이런거 딱히 신경쓰는 편이아니라 그냥 신어요신발 넘나 예뻐요앞으로도 좋은상품 많이 남겨주세요!!
kbsj35**|역시 믿고 쓰는 고고싱입니다!오랜만에 고고싱에 또 인생니트가 나와서 구입했는데 정말 너무너무 좋습니다!세탁해도 피지?않는 재질에다가 색감도 좋고넉넉한 품과 적당한 길이! ㅎㅎ 사고 후회안하실거라고 생각합니당~~항상 저렴하고  좋은 니트 감사합니다~!
alwn**|와 정말 편하고 쫙붙어서 너무좋아요ㅠㅠ 바지색도 사진이랑 그대로라서 너무좋았어요 저번부터 고고싱에서만 옷시키고있는데 너무 만족스럽습니다ㅎㅎㅎ요즘 이바지만 입는거 같애요ㅋㅋㅋㅋ 너무쫀쫀해용♥︎ 사진은 못찍어서 글로만 후기남길게용ㅎㅎ
kimwooju**|장갑이 생각보다 예쁘고 스마트폰 터치도 되니까 편하게 하고다닐 수 있어서 좋아요따뜻하고 편해서 자주 하고 다니고 있어요터치도 편하게 잘되고 보온도 잘되서 계속해서 쓸 수 있을 것 같아요 색상도 원하는 샥상으로 잘 와서 좋고 디자인도 예쁘고 뜨개질이 촘촘히 잘되있어서 좋아요
zaks27**|똑딱이가 허리부분이랑 손목부분에 똑딱이가 있어서 옷의 연출을 다양하게 할 수 있어서 좋다는 장점!!단점이 있다면 똑딱이가 얼마되지 않아서 금방 떨어져서ㅠㅠ넘 불편한 진실...색상과 사이즈, 원피스의 길이도 너무나 만족하고 좋은것같아요~
kimwooju**|생각했던 것보다 두껍긴 하지만 그만큼 따뜻해소 좋아요색상도 원하는 색상으로 잘 와서 너무 좋구요핏이 맘에들고 사이즈도 딱 맞아서 편하게 잘 입고 있습니다목도 너무 안파였고 손목도 예쁘게 디자인 되이ㅛ어서 너무 마음에 들어요디자인이 너무 예뻐요
kimwooju**|디자인이 특이하고 예뻐서 샀는데 후회없이 잘 입고 있습니다안쪽에 기모도 너무 부드럽고 따뜻해서 좋아요디자인이 너무 예뻐서 좋아요사이즈도 딱 맞고 색상고 원하는 색상으로 잘 와서 좋습니다손목도 잘 늘어나지 않아 좋고 특히나 디자인이 너무 예뻐서 좋습니다
rudwls85**|예뽀염---! 좀크긴크고 ㅋㅋㅋ 저렴한 가격에 만족!고고싱 제품은 가격대비 만족스러워용 ㅋㅋ 조금 얇지만 입ㄱ 괜찮네요---시즌오프라서 세일많이해서 좋앙ㅍㅂ ㅎㅎㅎㅎ 번창하세요그래도 베이지색 사길 장 한고같아요 ㅋㅋㅋ 베이지 하나 쯤 가즈고 싶었거든요!'ㅜ
kimwooju**|사이즈가 좀 크긴 하지만 아무 곳에나 입어도 편해서 좋고 기모가 너무 부드럽고 따뜻해서 좋아요손목도 잘 않늘어나서 좋더라구요 색상도 원하는 색상으로 와서 다행이고 좋습니다 생각보다 조금 두껍긴 하지만 그만큼 너무 따뜻하고 무겁지도 않아서 좋아요
kkona08**|포토후기2등이에욥ㅎㅎㅎㅎㅎ일단 워싱이 이쁘게 들어가 있고, 이쁘게 찢어져있어서  너무 만족스럽구요스판끼도 있어서 편해요ㅎㅎ 근데 단지 밑단이 너무 넓어요ㅜㅜ발목까지 쫙 조여주진 못해서 아쉽지만 이뿌네용잘 입구 다닐게요ㅎㅎ!!
dhfo**|ㄹㅇ 개짱 편해요 이거 색은 그냥 그런데 짱 편해서 엄지 들ㄹ었어요.여러분도 꼭 사입으세요. 세일해서 옷도 예쁜편인데 저렴하게 샀네요.아이보리도 샀는데 나중에 찍은거에요. 옷 벗었다 입었다 계속 하니까 지쳐서 그냥 서있었어요.무난하게 입기 좋고 코디해서 입기도 좋은옷 같아요! 주문 하시는거 추천해요
kimwooju**|기모 너무 부드럽고 정말 따뜻해요따뜻한데 너무 두껍지도 않아서 달라붙는 바지 안에도 입을 수 있어서 좋아요너무 쪼이지도 활동하기에 너무 편안해요 역시 고고싱 그동안 옷만 구매했는데 이렇게 속옷(?)도 구매해보니 좋네요 자주 이용해야겠어요 너무 좋아요!-!
icon**|겨울도 얼마안남았지만 세일하길래 보니 색상이 이뻐서 샀어요!좀더길었우면 좋았겠다는 생각을했지만 따뜻해보이고 따뜻해요다만.. 팔이 조금 껴서 두꺼운 이너를 입고 입기엔 저는 좀..힘들어유ㅠ그리구 같이보내주신 클렌징티슈 잘쓸께용! 감사합니다 ㅎㅎ아 한번입고 벗엇더니 털이 4개빠져 옷에 묻어나오긴했지만 괜찮네여 ㅎㅎㅎ
