wkaocjs**|빨리 올줄알았눈데 좀 늦었네요. 그래도 바로 입고 외출~ㅎㅎ 좋아요 부들부들 하니 부드럽습니다
emilypark**|목폴라 너무너무 따뜻하고요 얇은데도 너무 뚠뚠하니 좋더라구요ㅎㅎ 다른 색도 사입고 싶어요~~
emilypark**|니트 너무 이쁘고~~ 바지랑 입어도 이뿌고 넣어서 치마랑 입어도 너무너무 예뻐요 정말 잘 산 것 같아요ㅎㅎ
wjd6**|옷 색깔이랑 배송은 너무 빨라서 좋았는데 조금 크고 구김이 너무 많았어요... 입기 전에 한 번 다려서 입어야 할 것 같아요 근데 이뻐요 ㅎㅎ
sjrnfl83**|가격이 저렴해서 별 기대안하고 주문했는데 생각보다 부드러워서 놀랐어요. 나중에 다른 옷 구매하면서 몇 개 더 재구매하려구요
sjrnfl83**|저번에 구매하고 괜찮아서 재구매해요.사이즈가 꽤 커서 혹시나하고 동생한테 입혀봤는데 잘 맞더라구요. 그래서 동생이 잘 입고 다녀요.
yeeun5**|처음에 베이지가 품절되서 입고될때까지 기다리다가 구매했어요 기본 브이넥 니트라서 어디에나 잘 입을거같아요
heunu05**|가격이 엄청 저렴해서 그냥 구매해봤는데 딱 기본 벨트로 쓰기 좋네요!!근데 구멍이 너무 조금 뚫려있어서 따로 구멍 더 뚫어서 써야할 것 같아요
heunu05**|책도 엄청 많이 들어가서 넘 좋네요아쉬운건 실잡정리가 좀 아쉬운데 그냥 가위로 잘라서 쓰면 상관없어욘
heunu05**|생각보다 많이 비치는데 생각보다 예뻐용질은 딱 가경정도입니다!!!리본 안하고 입어도 예뻐욜
tnwl31**|19일늦게 주문하고 31일에 받았어욥ㅠㅠ11일의 기다림동안 걱정반 기대반했는데 가격치곤 옷너무예뻐요!!화면이랑 완전 똑같구요~봄에 딱 바지나 스커트에 무난하게 입을수 있을거같아요ㅎㅎ다만 아쉬운건 실밥정리가 하나두안되서 제가했습니다!!그점빼곤 다완벽한거같아요~아 그리고신기한건 앞뒤 프릴부분이 옷에붙어있을줄알았는데 들리더라구요~?불편한건없지만 그냥신기했어요ㅎㅎ아무튼 봄에잘입을게용:)
a03**|가방자체는 너무 예쁩니당 근데 생각보다 가방이 저한태는 좀 큰거같아서 좀아쉬웟어요 그리고 가방끈이 너무 길어요 줄이는게 잇는데 줄여도 좀 길어서 제가 뚫어서 매고다닐려구요 그래도 너무 예쁩니당
a03**|싸서 별기대안햇는데 그래도 제맘에쏙들어요 !! 다만 얇아서 아쉽지만 그래도 너무 예쁩니당 고고싱 정말좋아요 ♡
a03**|코트사고싶어서 둘러보다가 값도괜찮고 옷도이쁜 고고싱 코트를 발견했어요! 원래 블랙이랑 다크브라운이랑 고민했는데 고민하다가 블랙이품절되서 다크브라운으로시켯어요ㅎ 저한탠 좀 크지만 그래도 입으면 핏도이쁘고 괜찮아요 ! 그런데 소매가 좀 길어서 저는 소매를 접어서 입어요 사시려고하시는분 고민하지말고 바로사세요 너무너무 예쁩니당
jbpark2**|카키색상 구매했었는데 편하게입고다니기 좋아서 카멜색상 구매했어요 가격도 싸서 좋아요 ㅎㅎㅎㅎㅎ
44975991**|일단 길이가 너무 길어서 키가작은 저한테 너무 길까봐 걱정을 했는데 딱 이뻤구요! 옷도 탄탄해서  애들이 너무이쁘다고  엄청 비싼거 같다고 하드라구요ㅎㅎㅎ 배송은 좀 늦었지만ㅜ 그래도 옷이 이뻐서 넘 맘에 들어용ㅎㅎ
ddus**|마지막으로 블랙입니다. 기본 디자인이라 무채색도 같이 불렀는데 잘 한 것 같네요. 블랙은 실밥도 없고 먼지도 없어서 괜찮았습니다. 얼른 봄이 되서 입고 싶네요
ddus**|에이포 느낌의 백색입니다. 얇아서 안이 비칠 것 같지만 뭐 어때요 봄인데 ㅎㅅㅎ!! 이너웨어 입어주면 되죠! 옐로우랑 마찬가지로 화이트도 먼지랑 실밥이 많이 붙어 있었어요 ㅠ
nayoung1**|배송이 매우 빨리와서 너무 좋았고 생각보다 니트가 두툼했어요.색상도 무난하게 이뻐요~ 길이도 너무 짧지 않아서 좋아요
ddus**|개나리색이에요. 기본 디자인이라 망설임 없이 불렀습니다 ㅎㅎ 냄새도 안 났어요. 그런데 스티치 부분에 실밥이 나와있고, 옷에 먼지도 붙어있더라구요 ㅠㅠ 세탁필수 ㅎㅅㅎ..!
boyun52**|색깔 예뻐요 ㅎㅎ 세일하길래 색 남은 거 봤는데 올리브 그린이 제일 예쁠 거 같아서 샀어요 후회는 없구요 ㅎㅎ 잘 입을게요 ♡
boyun52**|밑위가 짧게 나온 스타일인 거 같아요 그래도 신축성 좋아서 입는 데 불편함은 없구요 그날 입는 걸로는 좋은 거 같아요 ㅎㅎ
ddus**|저는 평소에 운동화는 230, 구두는 235를 신습니다.그래서 후기를 보고 정사이즈라고 하길래 이번에도 235로 시켰어요. 그런데 신는데 굉장히 힘들더라구요 ㅠㅠ 새 신발이라 뻑뻑한 것도 있겠지만, 로퍼의 발볼이 되게 좁았어요 ㅠㅠ 발볼이 넓다고 생각한 적이 없는데 이 로퍼 신으면서 내가 발볼이 넓은가?라고 생각했다니까요 ㅎㅎ그리고 다른 후기들처럼 로퍼에서 냄새는 좀 심하게 나요 ㅠ며칠 냄새 빼면 사라지겠죠 ㅎㅅㅎ 디자인은 나무랄데가 없습니다 중성적인 느낌 좋아해서 크랙 로퍼 골랐는데 너무 좋아요 ㅠㅠㅠ 치마, 원피스, 바지 등 모두 잘 어울릴 것 같네요.(발이 조금 길어보이는건 안 비밀,,! 손가락 있는 곳이 제 발이 있는 곳입니다 ㅎ..)
boyun52**|후기 보고 작게 나왔을까봐 걱정했는데 딱 맞았어요 신축성 좋아서 앉았다 일어났다 하는 데 전혀 불편함 없었구요 일자핏 보다는 스키니 핏에 가까운 거 같아요 근데 또 너무 예뻐요 ㅜㅜ 색깔도 중청인데 딱 생각하던 예쁜 색깔이에요 고민하시는 분들 사세용 ㅎㅎ
thddms**|바지는아무거나입어도예쁠것같아요ㅜ 치마도 아무거나입으면 완전어울릴것같은 옷이에요!! 추천합니다!강추^!^
thddms**|그냥꿀벌같음ㅜ 재질은좋은거같아요ㅎㅎ 코디맞춰서입으면 진짜예쁠것같아요ㅜ 무난해서아무거나입어도이쁠듯!
thddms**|밝은티안에입어도 안비춰서예쁠것같아요ㅜ 색상도무난하고 제가생각한것보다좋아요 대신 입을때는조금힘듭니다ㅎ
yj12**|캬아아 이거 진짜 짱짱 완전 이뻐여 색도 구리지않구여 이번 봄에는 이옷 자주입을것만같이 느껴지네여ㅎ
thddms**|입을때는 조금불편한데 입고나면편한..?! 끈이안보여서 여름에오프숄더입을때 진짜강추합니다!! 완전맘에들어용
yj12**|이옷 완전 짱짱 이뻐여 너무 편하게 잘입고있습니다ㅎㅎ 진짜 완전 강추 하는 옷이예요 하하핫 ^^
thddms**|진짜쪼여줘서 좀마른사람들이입기에좋아요! 근데입어보니 진짜예쁘긴합니다 겨울에따뜻할꺼같아요 ㅎㅎ
thddms**|너무구겨지게와서 피기힘들었고 재질은여름재질이라 좋은것같지는않은데 되게아저씨가입은것같다고 해야하나?.. 아무튼 저는별로에요
yj12**|완전편하고 좋아요 그렇게 크지도 작지도 않고 너무 편하게 잘 입어요~~~^^감사합니다 ㅎㅎ 옷 핏도 좋아여!
thddms**|와 너무커요ㅜ 근데모양너무예뻐요..ㅜ 보풀이조금심했는데 때어내니까 괜찮은거같은데 진짜많이커요ㅜ
thddms**|예쁘긴한데 너무파인거같아요ㅜ 조금만파인거면좋은데 너무크다해야하나ㅜ 아무튼재질은좋은것같고 진짜예쁘긴해요
gmldiqk**|핑크색상 기다리다 검정 구매했는데이쁘네요 약간 사진도 그렇고 물건 받은후에도 퍼져있길래 핏이 안이쁠까 걱정했는데 귀여운 치마같아요~~ 길이가 약간 키큰분들에겐 짧을수도 있겠네요ㅠㅠ 그래도 넘 이쁜치마 기다리가다 받으니까 더 기분좋네요 감사해요~~
thddms**|여름에입기좋은거같고 재질은생각한거와는 조금다른거같아요 생각했던거보다좋은거같고 여름에입기딱좋을듯!
gmldiqk**|치마 너무 마음에 들어요!!! 진짜 딱 이쁜 연청치마같아요 작진않을까 걱정했는데 딱 맞습니다~~ 색도 이쁘고 기장도 딱 좋아요!! 빨리 날씨풀려서 입고싶네요 살까말까 고민했던 옷인데 맘에들어요 중청도 사고싶네요
thddms**|진짜쫀쫀하긴한데 가격치고는 재질이좋은것같아요!레깅스로입기편해요!그리고 너무마음에들어요ㅜ예쁩니다!
gmldiqk**|생각한 조끼가디건하고 달랐어요!! 약간 고급스러운 조끼...? 크기가 넉넉해서 박시하게 입기 좋을것 같아요! 사진하고  색 크기 모두 같습니다 봄에 남방에 입기 너무 좋을것같아요♡♡
thddms**|기본티로는 입기좋은것같은데 무난해서 좋은것같아요모델언니가입은거하고 똑같고 좀따뜻한봄에입기 좋은거같아요
o0onop**|너무 예쁘도 배송 진짜 너무 빠른거 같아요 ㅋㅋㅋㅋㅋㅋㅋ주문한지 하루만에 왔구요 사이즈 생각했던 것보다 조금 작지만 너무 귀여워요 ㅋㅋㅋㅋㅋ깔끔하고 데일리로 어디든 잘 어울릴거같아용 감사합니다
whalswn24**|원피스 예뻐요 안 잠긴다는 후기를 몇개 봐서 걱정하고 있었는데 다행이 저는 잠기더라구요 그리고 처음 봤을떄 진짜 짤아보인다 했는데 입으니 그리 짧지도 않아서 좋아요
whalswn24**|일단 그냥 싼값하는 것 같아요 기장이 짧아서 단독으로는 못 입을 것 같아요 그냥 원피스 안에 입기 좋은 것 같아요
rolex00**|개나리처럼 이쁜 노란색 크롭니트가너무 갖고 싶어서 찾아봤는데아무리찾아봐도없어서 절망하던중 ㅠㅠ 고고싱 신상으로 업뎃됨거보고 바로 샀찌영 ~~ 너무짧지않은 크롭기장의 니트에요! 색도 제가 딱 바라던 노란색에두께도괜찮았어용!! 무엇보다 닙금한지 이틀만에 배송이왔다는졈 .. 잘 입을게요 고고싱 믿고삽니당~
jjh79**|평소 66 사이즈 입는 모태퉁퉁녀입니다 그래서 너무 고민했는데 어깨선도 딱 맞고 팔뚝에 여유가 있어서 너무 좋아요 ! 그리고 후기보면 단추 이야기 많은데,, 진짜 다시 한번 꼬매야겠어요 ㅠㅠ 그거 말면 핏도 예쁘고 넉넉하니예쁜 옷이에요 ! 사실때 44~55분들은 좀 클거같은데 감안하고 사셔야 될거같아요! 정말 예쁘게 잘 입을게요 ! 고고싱 번창하세요 ! 이 옷 추천 짱짱!
5310304**|생각햤던것보다 도톰해요! 봄까지 입기 좋은거같아요!! 그레이 샀는데 블루랑 비슷해요ㅠㅠㅠㅠㅠ
dudwns2**|귀염귀염해서 넘 맘에 들어요...흔한 맨투맨이 싫어서 찾다가 요 아이 발견했는데 역시 생각했던것처럼 이쁘네요...블랙도 이쁠것 같아요
5310304**|지금 날씨에 입기 딱 좋아요! 가격보도 도톰하지 않으면 어쩌지 고민했는데 도톰하고 색깔도 이뻐요~~
santi**|색깔 짱 이뻐요!!! 길이두 짱이예요ㅜㅜ 키 150에 몸무게 43키로구요 떡대가 좀 있는 체형이예요 목도 짧아요ㅜㅜ 근데 브이넥으로 안답답해보이고 적당히 파져서 민망하지두 않네요 ㅋㅋㅋㅋ 색도 무난해서 여기저기 막 입어두 잘어울려요 ㅎㅎ 가격도 짱ㅋㅋㅋ 감사합니당
5310304**|생각했던것 보다 재질도 보들보들하구 이쁜거같아요! 가격도 너무너무 착하고 잘산거같어요! 좋아요!!
dudwns2**|맘에들어요 보들보들...친구들도 이쁘다고 하네요...고고싱은 첨 구매했는데 가격대비 만족이예요 ... 많이 파세요 ...
gidtnr**|배송도 하루만에? 온거같구 엄청 색감도 이뻐요!! 싼값에 비해 따뜻해요!!길이도 딱이고 짱이에요~
49258207**|정사이즈로 구매하였는데 적당히 잘 맞았어요! 신발은 사이즈때문에 인터넷에서 안사는데 저렴해서 구매하였는데 정말 만족해용 ㅎㅎ❤️ 앞에가 조금 얄쌍한 디자인이라 살짝 답답한 점이 유일한 단점?! 저는 롱원피스에 코디했는데 너무 마음에 들어요 ! 딱 제가 원하던 느낌이라!
ksi03dbw**|여행가서 편하게 입으려고 샀는데 짱짱 맘에 들어염배송도 하루만에 바로 와서 게분 좋았는데 옷도 도톰하고 진짜 좋았어요! 짱임 여행다녀와서 하나 더 살까봐여
cop85**|위에가디건은 오자마자 입었기때문에 이상하죠..하하하하 쨋든 레깅스를찾다가 발견했는데 생각외로 너무 편햇어요!!! 받았을때는 작을거같은데햇는데 잘늘어나고 좋아요! 키가작아서 조굼 긴거빼고는?ㅎㅎ 배송도 빨리오고 좋았오요!! 가격도 저렴한데 이정도 퀄리티면 몇개 더 사는게좋은거같아요 레깅스 요거 강추니당!!!
sy09**|인기많은 상품이라 늦게 오겠지 했는데 배송도 생각보다 빨리왔고제품도 너무너무 이뻐요! 근데 단추가 좀 불안해보여서 나중에 다시 튼튼하게 바느질 한번 해야겠어요 옷자체는 너무 이쁩니다 잘입을게요~
85467684**|진짜 예뻐요!!! 밑에 부분 마감이 좀 엉성하긴 하지만 원피스 안에 입을거라 상관은 없어요!! 진짜 고민 하지 말고 사세요!! 지금까지 본 옷중 가성비 갑 입니다♡
85467684**|겨울에 입기에는 좀 얇긴한데 입을 수는 있어요 사계절 다 커퍼가 가능한 옷 같아요!!!너무 붙지도 뜨지도 않아서 예쁜 핏이고 허리가 고무줄 밴드가 아니라 안 맞는 사람한테는 입기 좀 힘들수도 있을 것 같아요!!
pal**|재질이 약간... 약간 우비...? 뭔가 천인듯 천아닌 미끌함이 있는 그런 묘한 천이예요 여태까지 인쇼 많이했는데 첨보는 재질입니다 제 키엔 무릎밑까지 오는 기장이구요 흠 키큰분들이 입기엔 그 셔츠 아래가 좀 벌어질수도 있어서 단품보단 반바지랑 입으셔야 될 것 같아요 크기는 진짜 큼.... 모델분 저렇게 말랐는데 어떻게 저런핏이 나올까 싶은 정도...? 고고싱 쇼핑몰 사진 진짜 잘찍으시는것 같아요.... 냄새도 이상하고 구겨져서와서 일단 세탁소에 맡겼는데 그래도 좀 잘 다려서 입으면 괜찮을거라 기대중입니다.... 재질은 진짜 이상했지만 그래도 가격대비 뭐......앗 약간 재질이 두꺼워서 비치지는 않습니당....
looee**|기대안하고샀는데 실물보니 기대이상입니다!! 너무 예쁩니당 블랙도 구매할려고합니다 ㅎㅎ 잘쓸게요!
bnm54**|바지 너무 맘에들어요 스판도 체고 근데 살짝 살이쪘나 뭔가 배쪽이 살짝 쪼여요 하지만 입을만해요 색도 예쁘도 밑에 컷팅된것도 너무 예쁘게 됬어요 고고싱 자주이용하는데 앞으로도 애용할게요❤️
56119894**|아담한 사이즈에 반해서 구매했어요같이주는 아이보리색 가방끈도 잘 어울리지만제가 따로 구매한 가방끈을 착용해서 메고다녀요 ㅋㅋ가죽이 부드럽고 공간도 그리 작지않아요핸드폰이랑 보조배터리랑 카드지갑 모두 넉넉히 수납가능해용요즘 잘 메고다닙니다
oen27**|키가 158이라 그리 짧지도 않고 엉덩이부분 잘 잡아줘서 예쁘게 잘 입을 수 있을 거같아요!!
